departamento,partido,candidato,votos,codigo_candidato,nombre_candidato,tipo_registro,estado_primera_vuelta,bloque_referencia_2v,departamento_nombre,municipios,puestos,mesas,total_votos_mmv,votos_validos,pct_validos,pct_total_mmv,abstencion_estimada_depto,potencial
5,1001,3,4167,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,BOLIVAR,46,476,5355,827020,820699,0.0050773791609347,0.0050385722231626,964139,1791159
5,1002,7,569,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,BOLIVAR,46,476,5355,827020,820699,0.0006933114333025,0.0006880123818045,964139,1791159
5,1003,4,312574,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,BOLIVAR,46,476,5355,827020,820699,0.3808631422726237,0.3779521656066358,964139,1791159
5,1004,2,2343,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,BOLIVAR,46,476,5355,827020,820699,0.0028548834591001,0.0028330632874658,964139,1791159
5,1005,13,332,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,BOLIVAR,46,476,5355,827020,820699,0.0004045332088865,0.000401441319436,964139,1791159
5,1006,9,532,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,BOLIVAR,46,476,5355,827020,820699,0.0006482279130351,0.0006432734395782,964139,1791159
5,3001,5,2631,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,BOLIVAR,46,476,5355,827020,820699,0.003205803833074,0.0031813015404706,964139,1791159
7,0,996,10340,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,BOYACA,123,351,3126,677633,669162,0.0154521625555545,0.0152589971267633,361660,1039293
7,0,997,7362,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,BOYACA,123,351,3126,677633,669162,,0.0108642878962506,361660,1039293
7,0,998,1109,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,BOYACA,123,351,3126,677633,669162,,0.0016365790922224,361660,1039293
7,9,11,57602,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,BOYACA,123,351,3126,677633,669162,0.0860807995672199,0.0850047149415686,361660,1039293
7,15,12,28853,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,BOYACA,123,351,3126,677633,669162,0.0431181089183187,0.0425790951739363,361660,1039293
7,20,6,937,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,BOYACA,123,351,3126,677633,669162,0.0014002588311948,0.0013827543817966,361660,1039293
7,21,10,151,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,BOYACA,123,351,3126,677633,669162,0.0002256553719428,0.0002228344841529,361660,1039293
7,22,8,436,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,BOYACA,123,351,3126,677633,669162,0.0006515612064044,0.0006434161264283,361660,1039293
7,26,1,216425,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,BOYACA,123,351,3126,677633,669162,0.3234269130643999,0.3193837962436894,361660,1039293
7,1001,3,6083,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,BOYACA,123,351,3126,677633,669162,0.0090904743544911,0.0089768355437235,361660,1039293
7,1002,7,670,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,BOYACA,123,351,3126,677633,669162,0.0010012523125939,0.0009887357906123,361660,1039293
7,1003,4,337768,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,BOYACA,123,351,3126,677633,669162,0.5047626733137865,0.4984527022739447,361660,1039293
7,1004,2,8175,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,BOYACA,123,351,3126,677633,669162,0.012216772620083,0.0120640523705309,361660,1039293
7,1005,13,311,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,BOYACA,123,351,3126,677633,669162,0.000464760401816,0.0004589504938513,361660,1039293
7,1006,9,250,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,BOYACA,123,351,3126,677633,669162,0.0003736016091768,0.0003689312651538,361660,1039293
7,3001,5,1161,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,BOYACA,123,351,3126,677633,669162,0.0017350058730172,0.0017133167953744,361660,1039293
9,0,996,9832,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CALDAS,27,195,2492,502807,491259,0.0200138826973144,0.0195542225943552,325864,828671
9,0,997,9719,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CALDAS,27,195,2492,502807,491259,,0.0193294842752785,325864,828671
9,0,998,1829,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CALDAS,27,195,2492,502807,491259,,0.0036375786335512,325864,828671
9,9,11,61889,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CALDAS,27,195,2492,502807,491259,0.1259803891633537,0.1230869896401601,325864,828671
9,15,12,26703,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CALDAS,27,195,2492,502807,491259,0.0543562560685911,0.0531078525159753,325864,828671
9,20,6,1098,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CALDAS,27,195,2492,502807,491259,0.0022350735559043,0.00218374048094,325864,828671
9,21,10,147,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CALDAS,27,195,2492,502807,491259,0.0002992311591238,0.0002923586982679,325864,828671
9,22,8,468,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CALDAS,27,195,2492,502807,491259,0.0009526543025165,0.0009307746312203,325864,828671
9,26,1,146202,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CALDAS,27,195,2492,502807,491259,0.2976067614028445,0.2907716081916123,325864,828671
9,1001,3,6093,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CALDAS,27,195,2492,502807,491259,0.0124028262077641,0.0121179697180031,325864,828671
9,1002,7,611,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CALDAS,27,195,2492,502807,491259,0.0012437431171744,0.0012151779907598,325864,828671
9,1003,4,218852,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CALDAS,27,195,2492,502807,491259,0.4454920927657305,0.4352604478457937,325864,828671
9,1004,2,4908,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CALDAS,27,195,2492,502807,491259,0.0099906566597253,0.0097612006197208,325864,828671
9,1005,13,359,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CALDAS,27,195,2492,502807,491259,0.0007307754158193,0.000713991650872,325864,828671
9,1006,9,285,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CALDAS,27,195,2492,502807,491259,0.0005801420431992,0.0005668178843969,325864,828671
9,3001,5,13812,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CALDAS,27,195,2492,502807,491259,0.0281155154409384,0.0274697846290922,325864,828671
11,0,996,16433,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CAUCA,42,752,3427,696829,677203,0.0242659881896565,0.0235825432064394,379146,1075975
11,0,997,15568,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CAUCA,42,752,3427,696829,677203,,0.0223412056616472,379146,1075975
11,0,998,4058,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CAUCA,42,752,3427,696829,677203,,0.0058235234182274,379146,1075975
11,9,11,40343,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CAUCA,42,752,3427,696829,677203,0.0595729788556754,0.0578951220457242,379146,1075975
11,15,12,12037,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CAUCA,42,752,3427,696829,677203,0.0177745816247122,0.017273965348744,379146,1075975
11,20,6,1220,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CAUCA,42,752,3427,696829,677203,0.0018015277546023,0.0017507882134641,379146,1075975
11,21,10,256,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CAUCA,42,752,3427,696829,677203,0.0003780254960477,0.0003673785103662,379146,1075975
11,22,8,741,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CAUCA,42,752,3427,696829,677203,0.0010942066116068,0.0010633885788335,379146,1075975
11,26,1,462794,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CAUCA,42,752,3427,696829,677203,0.6833903571011942,0.6641428528376402,379146,1075975
11,1001,3,5177,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CAUCA,42,752,3427,696829,677203,0.0076446796603086,0.0074293693287736,379146,1075975
11,1002,7,822,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CAUCA,42,752,3427,696829,677203,0.0012138162412157,0.0011796294356291,379146,1075975
11,1003,4,131175,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CAUCA,42,752,3427,696829,677203,0.1937011501721049,0.1882456097550475,379146,1075975
11,1004,2,3988,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CAUCA,42,752,3427,696829,677203,0.0058889284306182,0.0057230683567991,379146,1075975
11,1005,13,559,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CAUCA,42,752,3427,696829,677203,0.0008254541105104,0.00080220541912,379146,1075975
11,1006,9,402,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CAUCA,42,752,3427,696829,677203,0.0005936181617624,0.0005768990670594,379146,1075975
11,3001,5,1256,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CAUCA,42,752,3427,696829,677203,0.001854687589984,0.0018024508164843,379146,1075975
12,0,996,7105,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CESAR,25,244,2754,488601,482856,0.0147145318687144,0.0145415175163374,440538,929139
12,0,997,4679,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CESAR,25,244,2754,488601,482856,,0.0095763209653684,440538,929139
12,0,998,1066,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CESAR,25,244,2754,488601,482856,,0.0021817392923878,440538,929139
12,9,11,11898,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CESAR,25,244,2754,488601,482856,0.0246408867239922,0.0243511576930869,440538,929139
12,15,12,8174,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CESAR,25,244,2754,488601,482856,0.0169284424341832,0.0167293967879721,440538,929139
12,20,6,370,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CESAR,25,244,2754,488601,482856,0.0007662740030153,0.0007572641071139,440538,929139
12,21,10,85,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CESAR,25,244,2754,488601,482856,0.0001760359196116,0.0001739660786613,440538,929139
12,22,8,173,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CESAR,25,244,2754,488601,482856,0.0003582848716801,0.0003540721365695,440538,929139
12,26,1,224457,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CESAR,25,244,2754,488601,482856,0.464852875391421,0.4593871072715774,440538,929139
12,1001,3,4033,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CESAR,25,244,2754,488601,482856,0.0083523866328677,0.0082541787675424,440538,929139
12,1002,7,241,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CESAR,25,244,2754,488601,482856,0.0004991136073694,0.0004932449994985,440538,929139
12,1003,4,223840,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CESAR,25,244,2754,488601,482856,0.4635750617161224,0.4581243182064711,440538,929139
12,1004,2,1132,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CESAR,25,244,2754,488601,482856,0.0023443842470633,0.002316818835819,440538,929139
12,1005,13,121,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CESAR,25,244,2754,488601,482856,0.0002505923090942,0.0002476458296237,440538,929139
12,1006,9,319,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CESAR,25,244,2754,488601,482856,0.0006606524512484,0.0006528844599171,440538,929139
12,3001,5,908,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CESAR,25,244,2754,488601,482856,0.0018804778236161,0.0018583670520526,440538,929139
13,0,996,9605,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CORDOBA,30,479,4180,711571,705432,0.0136157701947175,0.0134983016452328,683402,1394973
13,0,997,4168,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CORDOBA,30,479,4180,711571,705432,,0.0058574618695815,683402,1394973
13,0,998,1971,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CORDOBA,30,479,4180,711571,705432,,0.0027699273860233,683402,1394973
13,9,11,19401,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CORDOBA,30,479,4180,711571,705432,0.0275022964651447,0.0272650234481169,683402,1394973
13,15,12,8325,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CORDOBA,30,479,4180,711571,705432,0.0118012792161398,0.0116994649866281,683402,1394973
13,20,6,527,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CORDOBA,30,479,4180,711571,705432,0.0007470599575862,0.0007406147805349,683402,1394973
13,21,10,105,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CORDOBA,30,479,4180,711571,705432,0.0001488449630864,0.0001475608196511,683402,1394973
13,22,8,333,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.0004720511686455,0.0004679785994651,683402,1394973
13,26,1,391880,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.5555177536601685,0.550725085760943,683402,1394973
13,1001,3,2925,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CORDOBA,30,479,4180,711571,705432,0.0041463954002653,0.0041106228331396,683402,1394973
13,1002,7,463,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CORDOBA,30,479,4180,711571,705432,0.0006563354086573,0.0006506729476046,683402,1394973
13,1003,4,268604,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CORDOBA,30,479,4180,711571,705432,0.3807652615702151,0.3774802514436366,683402,1394973
13,1004,2,1596,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.002262443438914,0.0022429244586977,683402,1394973
13,1005,13,222,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.000314700779097,0.0003119857329767,683402,1394973
13,1006,9,240,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.0003402170584833,0.0003372818734883,683402,1394973
13,3001,5,1206,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CORDOBA,30,479,4180,711571,705432,0.0017095907188786,0.0016948414142791,683402,1394973
15,0,996,29877,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0186613333699768,0.0183798062667406,709771,2335305
15,0,997,22430,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CUNDINAMARCA,116,458,6916,1625534,1601011,,0.0137985425097229,709771,2335305
15,0,998,2093,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CUNDINAMARCA,116,458,6916,1625534,1601011,,0.0012875768824275,709771,2335305
15,9,11,123140,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0769139000294189,0.0757535677506591,709771,2335305
15,15,12,71750,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0448154322487478,0.0441393412872323,709771,2335305
15,20,6,2392,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0014940559434007,0.00147151643706,709771,2335305
15,21,10,359,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0002242333125756,0.0002208505020504,709771,2335305
15,22,8,910,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0005683908480328,0.000559816035838,709771,2335305
15,26,1,600032,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.3747831838756885,0.3691291600175696,709771,2335305
15,1001,3,15499,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.009680757971057,0.0095347129004991,709771,2335305
15,1002,7,1439,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0008988070662849,0.0008852475555725,709771,2335305
15,1003,4,724083,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CUNDINAMARCA,116,458,6916,1625534,1601011,0.4522660993584678,0.4454431589865238,709771,2335305
15,1004,2,26925,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0168174984431712,0.0165637876537802,709771,2335305
15,1005,13,969,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0006052425623559,0.0005961118007989,709771,2335305
15,1006,9,686,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0004284792546709,0.0004220151654779,709771,2335305
15,3001,5,2950,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CUNDINAMARCA,116,458,6916,1625534,1601011,0.0018425857161506,0.0018147882480464,709771,2335305
16,0,996,70144,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0171312401880763,0.0169836739398036,1946515,6076599
16,0,997,33279,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,BOGOTA D.C.,1,100,16909,4130084,4094508,,0.0080577053638618,1946515,6076599
16,0,998,2297,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,BOGOTA D.C.,1,100,16909,4130084,4094508,,0.0005561630223501,1946515,6076599
16,9,11,372142,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0908880871645628,0.0901051891438527,1946515,6076599
16,15,12,258410,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0631113677149977,0.0625677346998269,1946515,6076599
16,20,6,4007,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0009786279572539,0.0009701981848311,1946515,6076599
16,21,10,827,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0002019778688916,0.0002002380581121,1946515,6076599
16,22,8,1815,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0004432767013765,0.0004394583742122,1946515,6076599
16,26,1,1706249,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.4167164895025239,0.4131269485075848,1946515,6076599
16,1001,3,22090,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0053950315886548,0.0053485594966107,1946515,6076599
16,1002,7,2679,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.000654291065007,0.0006486550878868,1946515,6076599
16,1003,4,1543517,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,BOGOTA D.C.,1,100,16909,4130084,4094508,0.3769725202637289,0.3737253285889584,1946515,6076599
16,1004,2,102440,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0250188789471164,0.0248033696166954,1946515,6076599
16,1005,13,2488,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0006076432137878,0.0006024090551184,1946515,6076599
16,1006,9,1251,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0003055312140066,0.0003028994083413,1946515,6076599
16,3001,5,6449,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,BOGOTA D.C.,1,100,16909,4130084,4094508,0.0015750366100151,0.001561469451953,1946515,6076599
17,0,996,2261,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,CHOCO,31,432,1250,147256,144225,0.0156768937424163,0.0153542130711142,214538,361794
17,0,997,2451,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,CHOCO,31,432,1250,147256,144225,,0.0166444830770902,214538,361794
17,0,998,580,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,CHOCO,31,432,1250,147256,144225,,0.0039387189656109,214538,361794
17,9,11,5640,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,CHOCO,31,432,1250,147256,144225,0.0391055642225689,0.0383006464931819,214538,361794
17,15,12,1203,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,CHOCO,31,432,1250,147256,144225,0.0083411336453458,0.0081694464062584,214538,361794
17,20,6,331,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,CHOCO,31,432,1250,147256,144225,0.0022950251343387,0.0022477861683055,214538,361794
17,21,10,107,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,CHOCO,31,432,1250,147256,144225,0.0007418963425203,0.0007266257402075,214538,361794
17,22,8,203,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,CHOCO,31,432,1250,147256,144225,0.0014075229675853,0.0013785516379638,214538,361794
17,26,1,109148,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,CHOCO,31,432,1250,147256,144225,0.7567897382561969,0.7412125821698267,214538,361794
17,1001,3,983,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,CHOCO,31,432,1250,147256,144225,0.0068157392962385,0.0066754495572336,214538,361794
17,1002,7,238,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,CHOCO,31,432,1250,147256,144225,0.0016501993413069,0.0016162329548541,214538,361794
17,1003,4,22782,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,CHOCO,31,432,1250,147256,144225,0.1579615184607384,0.1547101646112892,214538,361794
17,1004,2,612,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,CHOCO,31,432,1250,147256,144225,0.0042433697347893,0.0041560275981963,214538,361794
17,1005,13,268,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,CHOCO,31,432,1250,147256,144225,0.0018582076616397,0.0018199597979029,214538,361794
17,1006,9,106,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,CHOCO,31,432,1250,147256,144225,0.0007349627318426,0.0007198348454392,214538,361794
17,3001,5,343,5,MAURICIO LIZCANO,CANDIDATO,ELIMINADO,CEPEDA,CHOCO,31,432,1250,147256,144225,0.0023782284624718,0.002329276905525,214538,361794
19,0,996,10003,996,VOTO EN BLANCO,VOTO_EN_BLANCO,NO_APLICA,INDEFINIDO,HUILA,37,185,2745,555856,548675,0.0182311933293844,0.0179956679427765,381883,937739
19,0,997,5939,997,VOTO NULO,VOTO_NULO,NO_APLICA,INDEFINIDO,HUILA,37,185,2745,555856,548675,,0.0106844218646555,381883,937739
19,0,998,1242,998,NO MARCADOS,NO_MARCADO,NO_APLICA,INDEFINIDO,HUILA,37,185,2745,555856,548675,,0.0022343916410005,381883,937739
19,9,11,35802,11,PALOMA VALENCIA,CANDIDATO,ELIMINADO,ABELARDO,HUILA,37,185,2745,555856,548675,0.0652517428350116,0.064408767738407,381883,937739
19,15,12,14601,12,SERGIO FAJARDO,CANDIDATO,ELIMINADO,DIVIDIDO,HUILA,37,185,2745,555856,548675,0.0266113819656445,0.0262675944849025,381883,937739
19,20,6,837,6,MIGUEL URIBE,CANDIDATO,ELIMINADO,ABELARDO,HUILA,37,185,2745,555856,548675,0.0015254932336993,0.001505785671109,381883,937739
19,21,10,142,10,GUSTAVO MATAMORROS,CANDIDATO,ELIMINADO,INCIERTO,HUILA,37,185,2745,555856,548675,0.0002588053036861,0.0002554618462335,381883,937739
19,22,8,460,8,ROY BARRERAS,CANDIDATO,ELIMINADO,CEPEDA,HUILA,37,185,2745,555856,548675,0.0008383833781382,0.0008275524596298,381883,937739
19,26,1,176721,1,IVAN CEPEDA,CANDIDATO,PASA_A_SEGUNDA,CEPEDA,HUILA,37,185,2745,555856,548675,0.3220868455825397,0.3179258656918338,381883,937739
19,1001,3,6779,3,SANTIAGO BOTERO,CANDIDATO,ELIMINADO,INCIERTO,HUILA,37,185,2745,555856,548675,0.012355219392172,0.0121956046170231,381883,937739
19,1002,7,636,7,SONDRA MACOLLINS,CANDIDATO,ELIMINADO,INCIERTO,HUILA,37,185,2745,555856,548675,0.0011591561489041,0.0011441812267925,381883,937739
19,1003,4,297613,4,ABELARDO DE LA ESPRIELLA,CANDIDATO,PASA_A_SEGUNDA,ABELARDO,HUILA,37,185,2745,555856,548675,0.5424212876475145,0.5354138481908983,381883,937739
19,1004,2,3357,2,CLAUDIA LOPEZ,CANDIDATO,ELIMINADO,CEPEDA,HUILA,37,185,2745,555856,548675,0.0061183760878479,0.0060393339282116,381883,937739
19,1005,13,289,13,LUIS GILBERTO MURILLO,CANDIDATO,ELIMINADO,CEPEDA,HUILA,37,185,2745,555856,548675,0.0005267234701781,0.0005199188278978,381883,937739
19,1006,9,277,9,CARLOS CAICEDO,CANDIDATO,ELIMINADO,CEPEDA,HUILA,37,185,2745,555856,548675,0.0005048525994441,0.000498330502864,381883,937739
