departamento_nombre,potencial_mayo_2026,sufragantes_mayo_2026,votos_validos_mayo_2026,votos_candidatos_mayo_2026,votos_blanco_mayo_2026,votos_nulos_mayo_2026,votos_no_marcados_mayo_2026,potencial_junio_2026_proy,sufragantes_junio_2026_proy,votos_validos_junio_2026_proy,votos_candidatos_junio_2026_proy,votos_blanco_junio_2026_proy,votos_nulos_junio_2026_proy,votos_no_marcados_junio_2026_proy,ratio_sufragantes_proy,ratio_validos_sufragantes_proy,ratio_candidatos_validos_proy,ratio_nulos_invalidos_proy
COLOMBIA,41421973,23978304,23685329,23278359,406970,245389,47586,41421973,23451315,23334478,22495344,839134,90359,26478,0.5661563972339029,0.9950178913208065,0.9640388784355922,0.7733765844723846
