departamento,municipio,departamento_nombre,municipio_nombre,total_votos_mmv,votos_validos,ABELARDO DE LA ESPRIELLA,CARLOS CAICEDO,CLAUDIA LOPEZ,GUSTAVO MATAMORROS,IVAN CEPEDA,LUIS GILBERTO MURILLO,MAURICIO LIZCANO,MIGUEL URIBE,NO MARCADOS,PALOMA VALENCIA,ROY BARRERAS,SANTIAGO BOTERO,SERGIO FAJARDO,SONDRA MACOLLINS,VOTO EN BLANCO,VOTO NULO,votos_abelardo,votos_cepeda,margen_abelardo_vs_cepeda,ganador_2v_base,margen_abs,margen_pp_validos,voto_blanco,voto_nulo,no_marcados,abstencion_estimada,bolsa_indefinida,score_disputa,score_oportunidad,potencial
1,79,ANTIOQUIA,CARAMANTA,2420,2385,1168,2,4,0,387,1,0,4,9,659,2,33,92,5,28,26,1168,387,781,ABELARDO DE LA ESPRIELLA,781,0.3274633123689727,28,26,9,2546.0,2609.0,0.2304657519082935,1.8130983844723687,4966.0
1,80,ANTIOQUIA,CAREPA,22386,22103,7089,7,67,0,12538,9,47,23,87,1009,13,199,502,18,582,196,7089,12538,-5449,IVAN CEPEDA,5449,0.2465276206849748,582,196,87,27054.0,27919.0,0.389958548708793,3.9920440962283643,49440.0
1,82,ANTIOQUIA,CARMEN DE VIBORAL,34724,34268,19259,11,167,3,7719,12,51,62,78,3180,23,364,2804,39,574,378,19259,7719,11540,ABELARDO DE LA ESPRIELLA,11540,0.3367573246177192,574,378,78,12861.0,13891.0,0.30113268539932886,2.872525287674772,47585.0
1,85,ANTIOQUIA,CAROLINA,2402,2365,1350,2,10,0,483,7,5,4,12,322,2,12,120,5,43,25,1350,483,867,ABELARDO DE LA ESPRIELLA,867,0.3665961945031712,43,25,12,1907.0,1987.0,0.2062940666404666,1.566779585903084,4309.0
1,88,ANTIOQUIA,CAUCASIA,37632,37015,14390,29,276,10,18877,13,76,55,140,1065,39,395,771,47,972,477,14390,18877,-4487,IVAN CEPEDA,4487,0.1212211265703093,972,477,140,40088.0,41677.0,0.8016320089243113,8.52754382066234,77720.0
1,91,ANTIOQUIA,CISNEROS,6693,6579,3523,5,24,3,1639,0,8,4,28,758,5,140,306,7,157,86,3523,1639,1884,ABELARDO DE LA ESPRIELLA,1884,0.2863657090743274,157,86,28,6127.0,6398.0,0.29665341688077734,2.599839992359139,12820.0
1,94,ANTIOQUIA,COCORNA,8811,8669,5912,8,28,6,1017,6,30,28,74,1115,12,127,251,24,105,68,5912,1017,4895,ABELARDO DE LA ESPRIELLA,4895,0.564655669627408,105,68,74,5991.0,6238.0,0.1577923015299545,1.3788798916557252,14802.0
1,97,ANTIOQUIA,CONCEPCION,2761,2720,1902,3,16,1,278,0,5,4,17,342,4,17,101,5,42,24,1902,278,1624,ABELARDO DE LA ESPRIELLA,1624,0.5970588235294118,42,24,17,1804.0,1887.0,0.13027987457297985,0.9827367054784875,4565.0
1,100,ANTIOQUIA,CONCORDIA,6872,6764,4234,5,30,3,901,4,14,29,42,1054,14,133,154,26,163,66,4234,901,3333,ABELARDO DE LA ESPRIELLA,3333,0.492755765819042,163,66,42,9459.0,9730.0,0.17542349864922913,1.6109266089082541,16331.0
1,103,ANTIOQUIA,COPACABANA,46373,45747,23129,13,202,9,13240,37,46,61,69,3660,13,430,3929,20,958,557,23129,13240,9889,ABELARDO DE LA ESPRIELLA,9889,0.2161671803615537,958,557,69,31470.0,33054.0,0.474467751543197,4.937277317706298,77843.0
1,106,ANTIOQUIA,CHIGORODO,24689,24344,8393,20,93,6,13171,11,57,32,101,965,24,296,614,25,637,244,8393,13171,-4778,IVAN CEPEDA,4778,0.196270128162997,637,244,101,28932.0,29914.0,0.4896531484498619,5.046421807784098,53621.0
1,109,ANTIOQUIA,DABEIBA,7842,7702,3711,9,25,3,2923,4,14,17,52,511,5,135,187,14,144,88,3711,2923,788,ABELARDO DE LA ESPRIELLA,788,0.1023110880290833,144,88,52,12746.0,13030.0,0.7968371867286602,7.550101201461339,20588.0
1,112,ANTIOQUIA,DON MATIAS,9894,9737,6501,7,41,4,1263,5,19,24,42,999,8,127,496,13,230,115,6501,1263,5238,ABELARDO DE LA ESPRIELLA,5238,0.5379480332751361,230,115,42,9333.0,9720.0,0.16760332146554624,1.5389410341668468,19227.0
1,115,ANTIOQUIA,EBEJICO,5640,5542,3233,4,24,3,946,10,15,21,34,932,8,88,155,11,92,64,3233,946,2287,ABELARDO DE LA ESPRIELLA,2287,0.412666907253699,92,64,34,5713.0,5903.0,0.20394998996800132,1.7709763583411584,11353.0
1,117,ANTIOQUIA,EL BAGRE,13919,13496,5608,9,49,6,6230,12,41,39,130,507,21,248,292,20,414,293,5608,6230,-622,IVAN CEPEDA,622,0.0460877296976882,414,293,130,28678.0,29515.0,1.695597730335887,17.452258018779,42597.0
1,118,ANTIOQUIA,ENTRERRIOS,5842,5771,3765,1,21,0,775,1,8,7,14,542,4,59,436,8,144,57,3765,775,2990,ABELARDO DE LA ESPRIELLA,2990,0.5181077802807139,144,57,14,3980.0,4195.0,0.16399633262911137,1.3680388702072264,9822.0
1,121,ANTIOQUIA,ENVIGADO,164295,163223,106750,28,552,56,23934,48,116,111,169,14875,35,617,14177,67,1857,903,106750,23934,82816,ABELARDO DE LA ESPRIELLA,82816,0.5073794747063833,1857,903,169,80522.0,83451.0,0.23199371749981587,2.6289590462368895,244817.0
1,124,ANTIOQUIA,FREDONIA,8864,8694,4536,2,37,8,2065,6,22,19,53,1355,20,144,300,10,170,117,4536,2065,2471,ABELARDO DE LA ESPRIELLA,2471,0.2842190016103059,170,117,53,9180.0,9520.0,0.30829087778641495,2.824331396222963,18044.0
1,127,ANTIOQUIA,FRONTINO,6669,6547,3173,3,29,2,2033,5,16,17,36,762,11,93,239,16,148,86,3173,2033,1140,ABELARDO DE LA ESPRIELLA,1140,0.1741255536887123,148,86,36,11518.0,11788.0,0.4772240877193191,4.473938681111727,18187.0
1,130,ANTIOQUIA,GIRALDO,2869,2836,1446,0,5,0,876,0,1,6,8,305,2,29,102,1,63,25,1446,876,570,ABELARDO DE LA ESPRIELLA,570,0.2009873060648801,63,25,8,2353.0,2449.0,0.3768237332896233,2.940673367646707,5222.0
1,133,ANTIOQUIA,GIRARDOTA,32202,31629,16081,16,143,5,8511,18,131,50,68,2840,17,393,2631,37,756,505,16081,8511,7570,ABELARDO DE LA ESPRIELLA,7570,0.2393373170191912,756,505,68,24637.0,25966.0,0.4155760333100142,4.224156576420396,56839.0
1,136,ANTIOQUIA,GOMEZ PLATA,4741,4655,2944,2,24,1,691,2,12,15,20,520,4,70,241,11,118,66,2944,691,2253,ABELARDO DE LA ESPRIELLA,2253,0.4839957035445757,118,66,20,4362.0,4566.0,0.17097136531368956,1.4407093266687045,9103.0
1,139,ANTIOQUIA,GRANADA,5971,5906,4553,4,18,3,589,20,9,15,27,410,5,40,178,9,53,38,4553,589,3964,ABELARDO DE LA ESPRIELLA,3964,0.671181848967152,53,38,27,4001.0,4119.0,0.12748274752878785,1.0611164735837726,9972.0
1,140,ANTIOQUIA,GUADALUPE,2303,2252,1028,2,14,1,823,1,6,9,11,168,1,20,77,7,95,40,1028,823,205,ABELARDO DE LA ESPRIELLA,205,0.0910301953818827,95,40,11,3563.0,3709.0,0.7641297644977771,6.280219893667115,5866.0
1,142,ANTIOQUIA,GUARNE,32368,31950,18974,12,166,14,6465,12,37,53,74,2980,32,271,2315,22,597,344,18974,6465,12509,ABELARDO DE LA ESPRIELLA,12509,0.3915179968701095,597,344,74,12776.0,13791.0,0.25831865169360596,2.462253088400623,45144.0
1,145,ANTIOQUIA,GUATAPE,5982,5941,3883,2,22,0,799,4,10,3,13,794,3,39,312,3,67,28,3883,799,3084,ABELARDO DE LA ESPRIELLA,3084,0.5191045278572631,67,28,13,2430.0,2538.0,0.1642359987205932,1.2875323134069072,8412.0
1,148,ANTIOQUIA,HELICONIA,2924,2867,1471,4,7,3,588,5,5,10,22,565,4,45,90,6,64,35,1471,588,883,ABELARDO DE LA ESPRIELLA,883,0.3079874433205441,64,35,22,3166.0,3287.0,0.2503674396254109,2.027484227901392,6090.0
1,150,ANTIOQUIA,HISPANIA,2620,2593,1620,1,14,1,476,2,8,11,15,267,3,42,114,1,33,12,1620,476,1144,ABELARDO DE LA ESPRIELLA,1144,0.4411878133436174,33,12,15,2642.0,2702.0,0.17422802949000776,1.3767703688861608,5262.0
1,151,ANTIOQUIA,ITAGUI,163596,161696,90656,48,697,40,39461,112,194,178,205,12156,75,1432,13637,98,2912,1695,90656,39461,51195,ABELARDO DE LA ESPRIELLA,51195,0.316612655848011,2912,1695,205,104403.0,109215.0,0.36720804530301343,4.260010957373428,267999.0
1,154,ANTIOQUIA,ITUANGO,4928,4736,2001,13,55,11,1547,10,17,29,77,474,12,128,181,20,238,115,2001,1547,454,ABELARDO DE LA ESPRIELLA,454,0.0958614864864864,238,115,77,12733.0,13163.0,0.7994559290459333,7.58303224387028,17661.0
1,157,ANTIOQUIA,JARDIN,8601,8530,4799,0,26,0,1918,2,12,10,22,1129,8,83,405,9,129,49,4799,1918,2881,ABELARDO DE LA ESPRIELLA,2881,0.337749120750293,129,49,22,4779.0,4979.0,0.26028712444705926,2.215872487789516,13380.0
1,160,ANTIOQUIA,JERICO,7001,6894,4143,9,19,3,1228,5,12,14,24,978,8,76,255,13,131,83,4143,1228,2915,ABELARDO DE LA ESPRIELLA,2915,0.4228314476356252,131,83,24,4477.0,4715.0,0.20420308733361836,1.7272959755094957,11478.0
1,163,ANTIOQUIA,LA CEJA,46829,46228,27398,20,240,10,8622,16,70,68,118,4425,26,387,4224,34,688,483,27398,8622,18776,ABELARDO DE LA ESPRIELLA,18776,0.4061607683654927,688,483,118,14730.0,16019.0,0.25810608308804284,2.4988781042265846,61559.0
1,166,ANTIOQUIA,LA ESTRELLA,42562,42053,22579,12,140,16,10269,18,42,43,50,4111,14,401,3600,19,789,459,22579,10269,12310,ABELARDO DE LA ESPRIELLA,12310,0.2927258459562932,789,459,50,24331.0,25629.0,0.35169477360269813,3.5702361128976823,66893.0
1,168,ANTIOQUIA,PUERTO NARE-LA MAGDALENA,5883,5795,2222,5,15,1,2584,3,8,7,23,600,5,98,169,7,71,65,2222,2584,-362,IVAN CEPEDA,362,0.0624676445211389,71,65,23,6375.0,6534.0,1.195695452873869,10.50409801630397,12258.0
1,169,ANTIOQUIA,LA UNION,14120,13913,7448,5,80,7,2392,8,29,35,40,2093,11,200,1276,30,299,167,7448,2392,5056,ABELARDO DE LA ESPRIELLA,5056,0.3634011356285488,299,167,40,6410.0,6916.0,0.25550674318179944,2.2591235344503535,20530.0
1,170,ANTIOQUIA,LA PINTADA,3779,3709,1908,1,9,0,1191,1,4,6,17,347,5,59,89,7,82,53,1908,1191,717,ABELARDO DE LA ESPRIELLA,717,0.1933135616069021,82,53,17,3701.0,3853.0,0.4042419546755148,3.3377719945248345,7480.0
1,172,ANTIOQUIA,LIBORINA,4861,4808,3029,0,21,0,700,3,4,14,20,735,10,58,170,5,59,33,3029,700,2329,ABELARDO DE LA ESPRIELLA,2329,0.4844009983361065,59,33,20,4743.0,4855.0,0.1714851804468634,1.4555611241374278,9604.0
1,175,ANTIOQUIA,MACEO,4441,4379,2517,3,11,0,867,2,11,12,15,653,1,92,132,7,71,47,2517,867,1650,ABELARDO DE LA ESPRIELLA,1650,0.3767983557889929,71,47,15,4298.0,4431.0,0.21677455133611245,1.8201705479132961,8739.0
1,178,ANTIOQUIA,MARINILLA,38613,38218,23357,20,180,3,7013,18,56,54,74,3580,21,323,3051,36,506,321,23357,7013,16344,ABELARDO DE LA ESPRIELLA,16344,0.427651891778743,506,321,74,14962.0,15863.0,0.2410840270850296,2.331718342323605,53575.0
1,181,ANTIOQUIA,MONTEBELLO,3363,3289,1580,6,12,1,610,5,9,12,37,808,5,41,133,10,57,37,1580,610,970,ABELARDO DE LA ESPRIELLA,970,0.2949224688355123,57,37,37,3170.0,3301.0,0.26559678841273443,2.151940509470997,6533.0
1,184,ANTIOQUIA,MURINDO,1634,1620,73,3,5,0,1491,0,1,0,13,29,1,5,9,1,2,1,73,1491,-1418,IVAN CEPEDA,1418,0.8753086419753087,2,1,13,1978.0,1994.0,0.08348273326740897,0.6343351444692117,3612.0
1,187,ANTIOQUIA,MUTATA,5876,5781,2151,8,18,1,3065,0,14,9,39,226,3,102,80,3,101,56,2151,3065,-914,IVAN CEPEDA,914,0.1581041342328316,101,56,39,10596.0,10792.0,0.5153058823989625,4.7854669469497955,16472.0
1,190,ANTIOQUIA,NARIÑO,3797,3750,2383,7,8,2,315,11,13,12,25,810,6,54,60,18,51,22,2383,315,2068,ABELARDO DE LA ESPRIELLA,2068,0.5514666666666667,51,22,25,4996.0,5094.0,0.146576426325372,1.251178565794342,8793.0
1,191,ANTIOQUIA,NECHI,6422,6357,3241,6,28,2,2469,4,18,15,21,341,5,57,58,9,104,44,3241,2469,772,ABELARDO DE LA ESPRIELLA,772,0.1214409312568821,104,44,21,15698.0,15867.0,0.666266516657247,6.444169579610086,22120.0
1,192,ANTIOQUIA,NECOCLI,15610,15373,7488,10,77,3,5919,14,46,28,101,1117,20,138,176,23,314,136,7488,5919,1569,ABELARDO DE LA ESPRIELLA,1569,0.1020620568529239,314,136,101,24815.0,25366.0,0.8602762898205311,8.724237691844284,40425.0
1,193,ANTIOQUIA,OLAYA,1634,1619,938,0,3,0,259,0,2,3,5,310,1,27,43,8,25,10,938,259,679,ABELARDO DE LA ESPRIELLA,679,0.4193946880790611,25,10,5,1369.0,1409.0,0.17210695971315168,1.2480069389194062,3003.0
1,196,ANTIOQUIA,PEÑOL,11862,11750,7725,5,48,4,1624,10,24,26,35,1327,16,115,658,21,147,77,7725,1624,6101,ABELARDO DE LA ESPRIELLA,6101,0.5192340425531915,147,77,35,7041.0,7300.0,0.17708032493756343,1.5752652408149768,18903.0
1,199,ANTIOQUIA,PEQUE,3060,3027,1188,1,10,1,876,6,3,11,22,746,9,35,69,8,64,11,1188,876,312,ABELARDO DE LA ESPRIELLA,312,0.1030723488602576,64,11,22,3696.0,3793.0,0.708896356656005,5.842139747646238,6756.0
1,202,ANTIOQUIA,PUEBLORRICO,3650,3611,2251,3,14,0,569,2,7,12,12,568,5,36,101,5,38,27,2251,569,1682,ABELARDO DE LA ESPRIELLA,1682,0.465798947659928,38,27,12,3781.0,3858.0,0.17217391830786535,1.4218403439823848,7431.0
1,205,ANTIOQUIA,PUERTO BERRIO,15021,14764,7444,9,69,9,5517,7,30,24,56,657,11,271,382,16,318,201,7444,5517,1927,ABELARDO DE LA ESPRIELLA,1927,0.1305201842319154,318,201,56,19885.0,20460.0,0.6831769291117707,6.781402696556445,34906.0
1,206,ANTIOQUIA,PUERTO TRIUNFO,7980,7843,4688,3,26,2,2061,6,14,6,44,469,6,205,206,3,148,93,4688,2061,2627,ABELARDO DE LA ESPRIELLA,2627,0.3349483615963279,148,93,44,7304.0,7589.0,0.2599665684978774,2.322693889641394,15284.0
1,208,ANTIOQUIA,REMEDIOS,8062,7918,3066,12,44,4,3584,7,19,13,41,294,12,222,323,16,302,103,3066,3584,-518,IVAN CEPEDA,518,0.0654205607476635,302,103,41,15848.0,16294.0,1.1902616640898571,11.543887952511515,23910.0
1,211,ANTIOQUIA,RETIRO,17666,17556,11323,6,49,0,2139,5,10,10,29,2825,7,95,916,11,160,81,11323,2139,9184,ABELARDO DE LA ESPRIELLA,9184,0.5231259968102073,160,81,29,5339.0,5609.0,0.1833189165083703,1.5824649826167947,23005.0
1,214,ANTIOQUIA,RIONEGRO,100692,99730,58712,31,400,35,18050,35,80,95,111,12987,29,664,7243,45,1324,851,58712,18050,40662,ABELARDO DE LA ESPRIELLA,40662,0.4077208462849694,1324,851,111,34326.0,36612.0,0.27554841810711195,2.89550649255946,135018.0
1,217,ANTIOQUIA,SABANALARGA,3546,3507,2116,5,10,1,504,3,5,20,18,640,3,62,70,13,55,21,2116,504,1612,ABELARDO DE LA ESPRIELLA,1612,0.459652124322783,55,21,18,4304.0,4398.0,0.17380526842633706,1.458075429737128,7850.0
1,218,ANTIOQUIA,SABANETA,71369,70950,43977,9,240,4,11895,23,43,39,54,6610,12,319,6874,23,882,365,43977,11895,32082,ABELARDO DE LA ESPRIELLA,32082,0.4521775898520084,882,365,54,28177.0,29478.0,0.2416764685734367,2.48719728657375,99546.0
1,220,ANTIOQUIA,SALGAR,5823,5752,4025,5,17,1,454,2,10,12,29,921,6,103,135,5,56,42,4025,454,3571,ABELARDO DE LA ESPRIELLA,3571,0.6208275382475661,56,42,29,8405.0,8532.0,0.1372399936900931,1.2422547401510002,14228.0
1,223,ANTIOQUIA,SAN ANDRES,2335,2237,1202,3,26,1,427,4,12,20,41,265,3,52,100,15,107,57,1202,427,775,ABELARDO DE LA ESPRIELLA,775,0.346446133214126,107,57,41,3416.0,3621.0,0.2163956112896946,1.7733147820365158,5751.0
1,226,ANTIOQUIA,SAN CARLOS,8801,8722,5447,3,32,1,1498,4,9,18,30,1182,8,113,284,10,113,49,5447,1498,3949,ABELARDO DE LA ESPRIELLA,3949,0.4527631277229993,113,49,30,6832.0,7024.0,0.19607695494409755,1.736698784541122,15633.0
1,227,ANTIOQUIA,SAN FRANCISCO,2827,2783,1686,3,7,0,438,6,3,8,23,453,6,48,94,6,25,21,1686,438,1248,ABELARDO DE LA ESPRIELLA,1248,0.4484369385555156,25,21,23,3773.0,3842.0,0.1730149417375932,1.4280668153981702,6600.0
1,229,ANTIOQUIA,SAN JERONIMO,7670,7566,4532,3,34,1,1463,1,6,17,28,983,8,114,249,10,145,76,4532,1463,3069,ABELARDO DE LA ESPRIELLA,3069,0.4056304520222046,145,76,28,6184.0,6433.0,0.21489166453610486,1.884460585391455,13854.0
1,230,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,1602,1569,927,2,10,0,191,1,3,2,15,194,4,44,131,5,55,18,927,191,736,ABELARDO DE LA ESPRIELLA,736,0.4690885914595283,55,18,15,1671.0,1759.0,0.15360062897602939,1.1478681123030678,3273.0
1,231,ANTIOQUIA,SAN JUAN DE URABA,7710,7660,3525,4,24,6,3097,10,15,20,31,665,15,66,81,18,114,19,3525,3097,428,ABELARDO DE LA ESPRIELLA,428,0.0558746736292428,114,19,31,13407.0,13571.0,1.357714172954397,12.919687820231031,21117.0
1,232,ANTIOQUIA,SAN LUIS,6844,6796,4632,3,13,1,1045,4,4,7,15,609,10,134,264,7,63,33,4632,1045,3587,ABELARDO DE LA ESPRIELLA,3587,0.52781047675103,63,33,15,5518.0,5629.0,0.16407706801575878,1.4169473632243517,12362.0
1,235,ANTIOQUIA,SAN PEDRO,14943,14712,9059,3,67,1,2106,7,23,22,31,1740,10,212,1080,18,364,200,9059,2106,6953,ABELARDO DE LA ESPRIELLA,6953,0.4726073953235454,364,200,31,9086.0,9681.0,0.19884665731788786,1.8250193475479708,24029.0
1,237,ANTIOQUIA,SAN PEDRO DE URABA,11554,11431,6831,6,50,15,3017,10,21,30,56,960,11,100,159,22,199,67,6831,3017,3814,ABELARDO DE LA ESPRIELLA,3814,0.3336540985040679,199,67,56,18019.0,18341.0,0.2719063081245077,2.669290302840486,29573.0
1,238,ANTIOQUIA,SAN RAFAEL,7555,7438,4376,5,36,1,1230,7,15,18,40,1118,9,113,389,15,106,77,4376,1230,3146,ABELARDO DE LA ESPRIELLA,3146,0.4229631621403603,106,77,40,6243.0,6466.0,0.20589492339538568,1.8066183346351399,13798.0
1,241,ANTIOQUIA,SAN ROQUE,8576,8453,4664,1,27,3,1201,2,11,13,53,1987,18,147,241,11,127,70,4664,1201,3463,ABELARDO DE LA ESPRIELLA,3463,0.4096770377380812,127,70,53,8099.0,8349.0,0.2154607988529041,1.9456146372280212,16675.0
1,244,ANTIOQUIA,SAN VICENTE,11730,11570,7424,11,65,3,1325,11,22,42,55,1719,16,125,615,23,169,105,7424,1325,6099,ABELARDO DE LA ESPRIELLA,6099,0.5271391529818497,169,105,55,5956.0,6285.0,0.17418684143459737,1.5234520879951219,17686.0
1,247,ANTIOQUIA,SANTA BARBARA,11636,11417,5987,5,46,0,2822,4,19,29,56,1450,16,189,594,18,238,163,5987,2822,3165,ABELARDO DE LA ESPRIELLA,3165,0.2772181834107033,238,163,56,10976.0,11433.0,0.3252909069188144,3.039630996935589,22612.0
1,250,ANTIOQUIA,SANTA ROSA DE OSOS,17437,17012,9396,10,116,6,2427,10,35,47,118,3052,19,224,1183,38,449,307,9396,2427,6969,ABELARDO DE LA ESPRIELLA,6969,0.4096520103456383,449,307,118,12125.0,12999.0,0.2321383621791433,2.1989781397108112,29562.0
1,253,ANTIOQUIA,SANTO DOMINGO,5376,5285,2965,3,23,1,861,6,18,19,23,965,14,85,211,6,108,68,2965,861,2104,ABELARDO DE LA ESPRIELLA,2104,0.3981078524124882,108,68,23,4258.0,4457.0,0.21006253725545576,1.7650411244355522,9634.0
1,256,ANTIOQUIA,SANTUARIO,22139,21930,16197,17,82,2,2126,10,29,30,63,1782,12,169,1197,29,248,146,16197,2126,14071,ABELARDO DE LA ESPRIELLA,14071,0.6416324669402644,248,146,63,9005.0,9462.0,0.15339408251006947,1.404345027103572,31144.0
1,259,ANTIOQUIA,SEGOVIA,12200,11981,3588,7,66,11,6457,19,24,19,53,445,10,347,445,12,531,166,3588,6457,-2869,IVAN CEPEDA,2869,0.239462482263584,531,166,53,21411.0,22161.0,0.37645583886722883,3.7668677154160455,33611.0
1,262,ANTIOQUIA,SONSON,16399,16099,9028,18,108,3,1679,8,23,54,84,4042,15,241,618,31,231,216,9028,1679,7349,ABELARDO DE LA ESPRIELLA,7349,0.4564879806199143,231,216,84,11773.0,12304.0,0.20764896317585932,1.9555882993687261,28172.0
1,265,ANTIOQUIA,SOPETRAN,7446,7357,3047,4,19,1,1713,5,8,18,30,2132,5,94,206,10,95,59,3047,1713,1334,ABELARDO DE LA ESPRIELLA,1334,0.1813239092021204,95,59,30,6313.0,6497.0,0.46536491297900173,4.085554780213855,13759.0
1,268,ANTIOQUIA,TAMESIS,8569,8415,4240,2,36,1,1964,12,12,19,58,1464,13,150,337,12,153,96,4240,1964,2276,ABELARDO DE LA ESPRIELLA,2276,0.2704693998811646,153,96,58,6580.0,6887.0,0.3222415685563866,2.8478214776713093,15149.0
1,270,ANTIOQUIA,TARAZA,6812,6679,2214,9,40,3,3594,4,33,19,31,278,3,136,148,10,188,102,2214,3594,-1380,IVAN CEPEDA,1380,0.2066177571492738,188,102,31,18566.0,18887.0,0.4065628498065269,4.003132501941774,25378.0
1,271,ANTIOQUIA,TARSO,2930,2890,1374,2,7,1,754,0,2,0,14,539,7,52,83,2,67,26,1374,754,620,ABELARDO DE LA ESPRIELLA,620,0.2145328719723183,67,26,14,3138.0,3245.0,0.35493055747306584,2.8696770003234797,6068.0
1,274,ANTIOQUIA,TITIRIBI,4087,4008,1933,2,17,1,858,2,4,9,23,816,1,82,191,5,87,56,1933,858,1075,ABELARDO DE LA ESPRIELLA,1075,0.2682135728542914,87,56,23,4582.0,4748.0,0.29819886310821797,2.5244589391646985,8669.0
1,277,ANTIOQUIA,TOLEDO,1820,1729,822,0,9,1,426,4,7,10,34,218,4,46,80,8,94,57,822,426,396,ABELARDO DE LA ESPRIELLA,396,0.2290341237709658,94,57,34,2874.0,3059.0,0.31191683303910983,2.5034975886405837,4694.0
1,280,ANTIOQUIA,TURBO,44598,43958,13435,22,165,16,26437,26,103,43,162,1683,34,296,554,31,1113,478,13435,26437,-13002,IVAN CEPEDA,13002,0.2957823376859729,1113,478,162,55363.0,57116.0,0.3496281943951062,3.8294276424690783,99961.0
1,282,ANTIOQUIA,URAMITA,2862,2811,1464,1,11,0,610,4,1,1,18,549,3,56,65,7,39,33,1464,610,854,ABELARDO DE LA ESPRIELLA,854,0.303806474564212,39,33,18,3905.0,3995.0,0.25307480554565526,2.0987617984274625,6767.0
1,283,ANTIOQUIA,URRAO,10775,10593,6415,6,61,2,1979,17,26,32,61,1143,12,216,377,28,279,121,6415,1979,4436,ABELARDO DE LA ESPRIELLA,4436,0.4187671103558954,279,121,61,15247.0,15708.0,0.21615564389748995,2.088493469945203,26022.0
1,286,ANTIOQUIA,VALDIVIA,3472,3395,1495,5,16,5,1387,9,4,11,28,183,7,71,99,6,97,49,1495,1387,108,ABELARDO DE LA ESPRIELLA,108,0.0318114874815905,97,49,28,9122.0,9296.0,1.9445262623127229,17.768005752325237,12594.0
1,289,ANTIOQUIA,VALPARAISO,3202,3165,1550,0,4,1,937,1,2,2,9,490,4,42,78,2,52,28,1550,937,613,ABELARDO DE LA ESPRIELLA,613,0.1936808846761453,52,28,9,2475.0,2564.0,0.39572806516707726,3.1063520374123628,5677.0
1,290,ANTIOQUIA,VEGACHI,4892,4822,3100,8,28,3,722,8,9,18,19,449,10,138,177,20,132,51,3100,722,2378,ABELARDO DE LA ESPRIELLA,2378,0.4931563666528411,132,51,19,7428.0,7630.0,0.16855896063659762,1.5069127554419623,12320.0
1,291,ANTIOQUIA,VIGIA DEL FUERTE,2220,2192,266,4,5,1,1663,4,2,9,12,145,2,11,58,2,20,16,266,1663,-1397,IVAN CEPEDA,1397,0.6373175182481752,20,16,12,4686.0,4734.0,0.11884470188969085,1.005751456603785,6906.0
1,292,ANTIOQUIA,VENECIA,5735,5672,3500,3,17,0,1035,2,2,8,17,785,6,78,151,6,79,46,3500,1035,2465,ABELARDO DE LA ESPRIELLA,2465,0.4345909732016925,79,46,17,5663.0,5805.0,0.19441405422789323,1.6849180079412815,11398.0
1,293,ANTIOQUIA,YALI,2427,2393,1418,0,13,0,506,0,5,12,12,272,4,53,66,4,40,22,1418,506,912,ABELARDO DE LA ESPRIELLA,912,0.3811115754283326,40,22,12,4090.0,4164.0,0.1989386501178526,1.6580485205179523,6517.0
1,295,ANTIOQUIA,YARUMAL,16518,16156,9119,13,109,6,3096,9,34,40,83,1732,16,221,1239,26,496,279,9119,3096,6023,ABELARDO DE LA ESPRIELLA,6023,0.3728026739291904,496,279,83,18768.0,19626.0,0.2531358668897197,2.502162344623289,35286.0
1,298,ANTIOQUIA,YOLOMBO,7718,7588,3987,6,53,4,1615,6,20,25,48,1182,11,143,350,17,169,82,3987,1615,2372,ABELARDO DE LA ESPRIELLA,2372,0.312598840274117,169,82,48,9638.0,9937.0,0.2769524869281047,2.5491042209227133,17356.0
1,300,ANTIOQUIA,YONDO-CASABE,9397,9173,4286,7,31,1,3711,5,20,14,35,403,5,246,209,10,225,189,4286,3711,575,ABELARDO DE LA ESPRIELLA,575,0.0626839638068243,225,189,35,6724.0,7173.0,1.2553152301113844,11.144963097762231,16121.0
1,301,ANTIOQUIA,ZARAGOZA,6413,6234,2263,18,28,5,3012,10,25,24,34,399,7,116,115,15,197,145,2263,3012,-749,IVAN CEPEDA,749,0.1201475777991658,197,145,34,15425.0,15801.0,0.671386590966593,6.4908929129259585,21838.0
3,1,ATLANTICO,BARRANQUILLA,601596,598064,272331,359,1625,124,281123,179,1061,267,889,11466,139,1566,20320,256,7248,2643,272331,281123,-8792,IVAN CEPEDA,8792,0.0147007678108028,7248,2643,889,584501.0,595281.0,5.385036944827541,71.60370820768169,1186097.0
3,4,ATLANTICO,BARANOA,29388,29255,9686,18,63,14,17979,12,52,21,51,477,11,84,462,13,363,82,9686,17979,-8293,IVAN CEPEDA,8293,0.2834729106135703,363,82,51,23713.0,24209.0,0.35041871286615744,3.5373090733175405,53101.0
3,7,ATLANTICO,CAMPO DE LA CRUZ,8526,8464,4989,5,10,1,2878,1,20,10,20,355,4,29,71,6,85,42,4989,2878,2111,ABELARDO DE LA ESPRIELLA,2111,0.2494092627599244,85,42,20,15079.0,15226.0,0.3486265370152533,3.3575613241304643,23605.0
