departamento,municipio,departamento_nombre,municipio_nombre,potencial,total_votos_mmv,votos_validos,voto_blanco,voto_nulo,no_marcados,abstencion_estimada,bolsa_indefinida,ganador,codigo_ganador,votos_ganador,pct_validos_ganador,segundo,codigo_segundo,votos_segundo,pct_validos_segundo,margen_votos,margen_pp,categoria_territorial
1,1,ANTIOQUIA,MEDELLIN,1806563.0,1241123,1227731,23454,11100,2292,565440.0,602286.0,ABELARDO DE LA ESPRIELLA,4,676358,0.5509008080760363,IVAN CEPEDA,1.0,300729.0,0.244946979427904,375629.0,0.3059538286481322,CONSOLIDADO
1,4,ANTIOQUIA,ABEJORRAL,15398.0,7590,7472,113,65,53,7808.0,8039.0,ABELARDO DE LA ESPRIELLA,4,4191,0.5608940042826552,PALOMA VALENCIA,11.0,1635.0,0.2188169164882226,2556.0,0.3420770877944326,CONSOLIDADO
1,7,ANTIOQUIA,ABRIAQUI,2029.0,1097,1077,16,18,2,932.0,968.0,ABELARDO DE LA ESPRIELLA,4,592,0.5496750232126276,PALOMA VALENCIA,11.0,319.0,0.2961931290622098,273.0,0.2534818941504178,VENTAJA_DEFENDIBLE
1,10,ANTIOQUIA,ALEJANDRIA,4743.0,2760,2724,30,14,22,1983.0,2049.0,ABELARDO DE LA ESPRIELLA,4,1811,0.6648311306901615,IVAN CEPEDA,1.0,389.0,0.1428046989720998,1422.0,0.5220264317180616,CONSOLIDADO
1,13,ANTIOQUIA,AMAGA,24772.0,13229,12966,331,211,52,11543.0,12137.0,ABELARDO DE LA ESPRIELLA,4,6531,0.503701989819528,IVAN CEPEDA,1.0,3882.0,0.2993984266543267,2649.0,0.2043035631652012,CONSOLIDADO
1,16,ANTIOQUIA,AMALFI,19004.0,6760,6657,232,66,37,12244.0,12579.0,ABELARDO DE LA ESPRIELLA,4,4087,0.6139402133092985,IVAN CEPEDA,1.0,1140.0,0.1712483100495719,2947.0,0.4426919032597266,CONSOLIDADO
1,19,ANTIOQUIA,ANDES,36323.0,17719,17551,246,117,51,18604.0,19018.0,ABELARDO DE LA ESPRIELLA,4,10148,0.5782006723263632,PALOMA VALENCIA,11.0,3583.0,0.2041479117998974,6565.0,0.3740527605264657,CONSOLIDADO
1,22,ANTIOQUIA,ANGELOPOLIS,5986.0,2955,2899,65,39,17,3031.0,3152.0,ABELARDO DE LA ESPRIELLA,4,1619,0.5584684373922042,IVAN CEPEDA,1.0,544.0,0.1876509141083132,1075.0,0.3708175232838909,CONSOLIDADO
1,25,ANTIOQUIA,ANGOSTURA,9462.0,3667,3478,128,116,73,5795.0,6112.0,ABELARDO DE LA ESPRIELLA,4,1816,0.5221391604370328,PALOMA VALENCIA,11.0,600.0,0.1725129384703853,1216.0,0.3496262219666475,CONSOLIDADO
1,28,ANTIOQUIA,ANORI,13703.0,3813,3758,143,26,29,9890.0,10088.0,ABELARDO DE LA ESPRIELLA,4,1811,0.4819052687599787,IVAN CEPEDA,1.0,1275.0,0.3392762107503991,536.0,0.1426290580095795,VENTAJA_DEFENDIBLE
1,31,ANTIOQUIA,ANTIOQUIA,24438.0,12290,12060,318,160,70,12148.0,12696.0,ABELARDO DE LA ESPRIELLA,4,5907,0.4898009950248756,IVAN CEPEDA,1.0,3261.0,0.2703980099502487,2646.0,0.2194029850746268,VENTAJA_DEFENDIBLE
1,34,ANTIOQUIA,ANZA,6689.0,2953,2901,47,23,29,3736.0,3835.0,ABELARDO DE LA ESPRIELLA,4,1811,0.6242674939675974,PALOMA VALENCIA,11.0,463.0,0.1596001378834884,1348.0,0.4646673560841089,CONSOLIDADO
1,35,ANTIOQUIA,APARTADO,109813.0,54916,54380,1389,403,133,54897.0,56822.0,IVAN CEPEDA,1,32102,0.5903273262228761,ABELARDO DE LA ESPRIELLA,4.0,16661.0,0.3063810224347186,15441.0,0.2839463037881574,CONSOLIDADO
1,37,ANTIOQUIA,ARBOLETES,23451.0,9852,9773,93,42,37,13599.0,13771.0,ABELARDO DE LA ESPRIELLA,4,4837,0.4949350250690678,IVAN CEPEDA,1.0,4120.0,0.4215696306149595,717.0,0.0733653944541082,RESERVA_DEFINIBLE
1,39,ANTIOQUIA,ARGELIA,6827.0,3202,3164,41,18,20,3625.0,3704.0,ABELARDO DE LA ESPRIELLA,4,1946,0.6150442477876106,PALOMA VALENCIA,11.0,670.0,0.2117572692793931,1276.0,0.4032869785082174,CONSOLIDADO
1,40,ANTIOQUIA,ARMENIA,4586.0,2305,2256,33,24,25,2281.0,2363.0,ABELARDO DE LA ESPRIELLA,4,1311,0.5811170212765957,IVAN CEPEDA,1.0,400.0,0.1773049645390071,911.0,0.4038120567375886,CONSOLIDADO
1,43,ANTIOQUIA,BARBOSA,46982.0,24555,23983,684,467,105,22427.0,23683.0,ABELARDO DE LA ESPRIELLA,4,11617,0.4843847725472209,IVAN CEPEDA,1.0,6929.0,0.2889129800275195,4688.0,0.1954717925197014,VENTAJA_DEFENDIBLE
1,46,ANTIOQUIA,BELMIRA,5419.0,2771,2729,69,26,16,2648.0,2759.0,ABELARDO DE LA ESPRIELLA,4,1611,0.5903261267863686,PALOMA VALENCIA,11.0,448.0,0.1641626969585929,1163.0,0.4261634298277758,CONSOLIDADO
1,49,ANTIOQUIA,BELLO,379595.0,228294,225626,4627,2323,345,151301.0,158596.0,ABELARDO DE LA ESPRIELLA,4,116690,0.5171833033426999,IVAN CEPEDA,1.0,63055.0,0.2794669054098375,53635.0,0.2377163979328623,CONSOLIDADO
1,52,ANTIOQUIA,BETANIA,8406.0,3661,3617,53,26,18,4745.0,4842.0,ABELARDO DE LA ESPRIELLA,4,2365,0.653856787392867,IVAN CEPEDA,1.0,494.0,0.1365772739839646,1871.0,0.5172795134089024,CONSOLIDADO
1,55,ANTIOQUIA,BETULIA,13811.0,5703,5591,90,60,52,8108.0,8310.0,ABELARDO DE LA ESPRIELLA,4,3581,0.6404936505097478,PALOMA VALENCIA,11.0,960.0,0.1717045251296726,2621.0,0.4687891253800751,CONSOLIDADO
1,58,ANTIOQUIA,BOLIVAR,23887.0,11908,11749,179,111,48,11979.0,12317.0,ABELARDO DE LA ESPRIELLA,4,7523,0.6403098136011576,PALOMA VALENCIA,11.0,1791.0,0.1524385054047153,5732.0,0.4878713081964423,CONSOLIDADO
1,61,ANTIOQUIA,BURITICA,8556.0,3527,3470,107,35,22,5029.0,5193.0,ABELARDO DE LA ESPRIELLA,4,1749,0.5040345821325648,IVAN CEPEDA,1.0,1075.0,0.3097982708933717,674.0,0.194236311239193,VENTAJA_DEFENDIBLE
1,62,ANTIOQUIA,BRICEÑO,6833.0,1888,1816,58,50,22,4945.0,5075.0,ABELARDO DE LA ESPRIELLA,4,1022,0.5627753303964758,IVAN CEPEDA,1.0,437.0,0.2406387665198238,585.0,0.3221365638766519,CONSOLIDADO
1,64,ANTIOQUIA,CACERES,21081.0,6491,6365,152,89,37,14590.0,14868.0,IVAN CEPEDA,1,3635,0.5710919088766693,ABELARDO DE LA ESPRIELLA,4.0,2099.0,0.3297721916732128,1536.0,0.2413197172034564,CONSOLIDADO
1,67,ANTIOQUIA,CAICEDO,7295.0,3096,3008,71,58,30,4199.0,4358.0,ABELARDO DE LA ESPRIELLA,4,1363,0.453125,PALOMA VALENCIA,11.0,832.0,0.2765957446808511,531.0,0.1765292553191489,VENTAJA_DEFENDIBLE
1,70,ANTIOQUIA,CALDAS,73226.0,47528,46595,1124,812,121,25698.0,27755.0,ABELARDO DE LA ESPRIELLA,4,22385,0.4804163536860178,IVAN CEPEDA,1.0,13435.0,0.2883356583324391,8950.0,0.1920806953535787,VENTAJA_DEFENDIBLE
1,73,ANTIOQUIA,CAMPAMENTO,7196.0,2074,2031,64,29,14,5122.0,5229.0,ABELARDO DE LA ESPRIELLA,4,1131,0.5568685376661743,IVAN CEPEDA,1.0,426.0,0.2097488921713441,705.0,0.3471196454948301,CONSOLIDADO
1,76,ANTIOQUIA,CAÑASGORDAS,14948.0,7586,7497,110,50,39,7362.0,7561.0,ABELARDO DE LA ESPRIELLA,4,4258,0.5679605175403495,PALOMA VALENCIA,11.0,1777.0,0.2370281445911698,2481.0,0.3309323729491796,CONSOLIDADO
1,78,ANTIOQUIA,CARACOLI,4855.0,1991,1965,29,15,11,2864.0,2919.0,ABELARDO DE LA ESPRIELLA,4,1129,0.5745547073791348,IVAN CEPEDA,1.0,445.0,0.2264631043256997,684.0,0.3480916030534351,CONSOLIDADO
1,79,ANTIOQUIA,CARAMANTA,4966.0,2420,2385,28,26,9,2546.0,2609.0,ABELARDO DE LA ESPRIELLA,4,1168,0.489727463312369,PALOMA VALENCIA,11.0,659.0,0.2763102725366876,509.0,0.2134171907756814,VENTAJA_DEFENDIBLE
1,80,ANTIOQUIA,CAREPA,49440.0,22386,22103,582,196,87,27054.0,27919.0,IVAN CEPEDA,1,12538,0.5672533140297698,ABELARDO DE LA ESPRIELLA,4.0,7089.0,0.3207256933447948,5449.0,0.2465276206849749,CONSOLIDADO
1,82,ANTIOQUIA,CARMEN DE VIBORAL,47585.0,34724,34268,574,378,78,12861.0,13891.0,ABELARDO DE LA ESPRIELLA,4,19259,0.562011205789658,IVAN CEPEDA,1.0,7719.0,0.2252538811719388,11540.0,0.3367573246177192,CONSOLIDADO
1,85,ANTIOQUIA,CAROLINA,4309.0,2402,2365,43,25,12,1907.0,1987.0,ABELARDO DE LA ESPRIELLA,4,1350,0.5708245243128964,IVAN CEPEDA,1.0,483.0,0.2042283298097251,867.0,0.3665961945031712,CONSOLIDADO
1,88,ANTIOQUIA,CAUCASIA,77720.0,37632,37015,972,477,140,40088.0,41677.0,IVAN CEPEDA,1,18877,0.5099824395515332,ABELARDO DE LA ESPRIELLA,4.0,14390.0,0.3887613129812238,4487.0,0.1212211265703093,VENTAJA_DEFENDIBLE
1,91,ANTIOQUIA,CISNEROS,12820.0,6693,6579,157,86,28,6127.0,6398.0,ABELARDO DE LA ESPRIELLA,4,3523,0.5354917160662714,IVAN CEPEDA,1.0,1639.0,0.249126006991944,1884.0,0.2863657090743273,CONSOLIDADO
1,94,ANTIOQUIA,COCORNA,14802.0,8811,8669,105,68,74,5991.0,6238.0,ABELARDO DE LA ESPRIELLA,4,5912,0.6819702387818665,PALOMA VALENCIA,11.0,1115.0,0.1286192179028723,4797.0,0.5533510208789941,CONSOLIDADO
1,97,ANTIOQUIA,CONCEPCION,4565.0,2761,2720,42,24,17,1804.0,1887.0,ABELARDO DE LA ESPRIELLA,4,1902,0.6992647058823529,PALOMA VALENCIA,11.0,342.0,0.125735294117647,1560.0,0.5735294117647058,CONSOLIDADO
1,100,ANTIOQUIA,CONCORDIA,16331.0,6872,6764,163,66,42,9459.0,9730.0,ABELARDO DE LA ESPRIELLA,4,4234,0.6259609698403311,PALOMA VALENCIA,11.0,1054.0,0.1558249556475458,3180.0,0.4701360141927853,CONSOLIDADO
1,103,ANTIOQUIA,COPACABANA,77843.0,46373,45747,958,557,69,31470.0,33054.0,ABELARDO DE LA ESPRIELLA,4,23129,0.5055850656873675,IVAN CEPEDA,1.0,13240.0,0.2894178853258137,9889.0,0.2161671803615538,CONSOLIDADO
1,106,ANTIOQUIA,CHIGORODO,53621.0,24689,24344,637,244,101,28932.0,29914.0,IVAN CEPEDA,1,13171,0.541036805783766,ABELARDO DE LA ESPRIELLA,4.0,8393.0,0.3447666776207689,4778.0,0.196270128162997,VENTAJA_DEFENDIBLE
1,109,ANTIOQUIA,DABEIBA,20588.0,7842,7702,144,88,52,12746.0,13030.0,ABELARDO DE LA ESPRIELLA,4,3711,0.481822903142041,IVAN CEPEDA,1.0,2923.0,0.3795118151129577,788.0,0.1023110880290833,VENTAJA_DEFENDIBLE
1,112,ANTIOQUIA,DON MATIAS,19227.0,9894,9737,230,115,42,9333.0,9720.0,ABELARDO DE LA ESPRIELLA,4,6501,0.667659443360378,IVAN CEPEDA,1.0,1263.0,0.1297114100852418,5238.0,0.5379480332751361,CONSOLIDADO
1,115,ANTIOQUIA,EBEJICO,11353.0,5640,5542,92,64,34,5713.0,5903.0,ABELARDO DE LA ESPRIELLA,4,3233,0.5833634067123782,IVAN CEPEDA,1.0,946.0,0.1706964994586791,2287.0,0.412666907253699,CONSOLIDADO
1,117,ANTIOQUIA,EL BAGRE,42597.0,13919,13496,414,293,130,28678.0,29515.0,IVAN CEPEDA,1,6230,0.4616182572614108,ABELARDO DE LA ESPRIELLA,4.0,5608.0,0.4155305275637226,622.0,0.0460877296976882,BISAGRA
1,118,ANTIOQUIA,ENTRERRIOS,9822.0,5842,5771,144,57,14,3980.0,4195.0,ABELARDO DE LA ESPRIELLA,4,3765,0.6523999306879223,IVAN CEPEDA,1.0,775.0,0.1342921504072084,2990.0,0.5181077802807139,CONSOLIDADO
1,121,ANTIOQUIA,ENVIGADO,244817.0,164295,163223,1857,903,169,80522.0,83451.0,ABELARDO DE LA ESPRIELLA,4,106750,0.6540132211759372,IVAN CEPEDA,1.0,23934.0,0.1466337464695539,82816.0,0.5073794747063832,CONSOLIDADO
1,124,ANTIOQUIA,FREDONIA,18044.0,8864,8694,170,117,53,9180.0,9520.0,ABELARDO DE LA ESPRIELLA,4,4536,0.5217391304347826,IVAN CEPEDA,1.0,2065.0,0.2375201288244766,2471.0,0.2842190016103059,CONSOLIDADO
1,127,ANTIOQUIA,FRONTINO,18187.0,6669,6547,148,86,36,11518.0,11788.0,ABELARDO DE LA ESPRIELLA,4,3173,0.4846494577669161,IVAN CEPEDA,1.0,2033.0,0.3105239040782037,1140.0,0.1741255536887124,VENTAJA_DEFENDIBLE
1,130,ANTIOQUIA,GIRALDO,5222.0,2869,2836,63,25,8,2353.0,2449.0,ABELARDO DE LA ESPRIELLA,4,1446,0.5098730606488011,IVAN CEPEDA,1.0,876.0,0.308885754583921,570.0,0.20098730606488,CONSOLIDADO
1,133,ANTIOQUIA,GIRARDOTA,56839.0,32202,31629,756,505,68,24637.0,25966.0,ABELARDO DE LA ESPRIELLA,4,16081,0.508425811755035,IVAN CEPEDA,1.0,8511.0,0.2690884947358437,7570.0,0.2393373170191913,CONSOLIDADO
1,136,ANTIOQUIA,GOMEZ PLATA,9103.0,4741,4655,118,66,20,4362.0,4566.0,ABELARDO DE LA ESPRIELLA,4,2944,0.6324382384532761,IVAN CEPEDA,1.0,691.0,0.1484425349087003,2253.0,0.4839957035445758,CONSOLIDADO
1,139,ANTIOQUIA,GRANADA,9972.0,5971,5906,53,38,27,4001.0,4119.0,ABELARDO DE LA ESPRIELLA,4,4553,0.7709109380291229,IVAN CEPEDA,1.0,589.0,0.0997290890619708,3964.0,0.671181848967152,CONSOLIDADO
1,140,ANTIOQUIA,GUADALUPE,5866.0,2303,2252,95,40,11,3563.0,3709.0,ABELARDO DE LA ESPRIELLA,4,1028,0.4564831261101243,IVAN CEPEDA,1.0,823.0,0.3654529307282416,205.0,0.0910301953818827,RESERVA_DEFINIBLE
1,142,ANTIOQUIA,GUARNE,45144.0,32368,31950,597,344,74,12776.0,13791.0,ABELARDO DE LA ESPRIELLA,4,18974,0.5938654147104852,IVAN CEPEDA,1.0,6465.0,0.2023474178403755,12509.0,0.3915179968701096,CONSOLIDADO
1,145,ANTIOQUIA,GUATAPE,8412.0,5982,5941,67,28,13,2430.0,2538.0,ABELARDO DE LA ESPRIELLA,4,3883,0.6535936710991416,IVAN CEPEDA,1.0,799.0,0.1344891432418784,3084.0,0.5191045278572631,CONSOLIDADO
1,148,ANTIOQUIA,HELICONIA,6090.0,2924,2867,64,35,22,3166.0,3287.0,ABELARDO DE LA ESPRIELLA,4,1471,0.5130798744332055,IVAN CEPEDA,1.0,588.0,0.2050924311126613,883.0,0.3079874433205442,CONSOLIDADO
1,150,ANTIOQUIA,HISPANIA,5262.0,2620,2593,33,12,15,2642.0,2702.0,ABELARDO DE LA ESPRIELLA,4,1620,0.6247589664481296,IVAN CEPEDA,1.0,476.0,0.1835711531045121,1144.0,0.4411878133436174,CONSOLIDADO
1,151,ANTIOQUIA,ITAGUI,264896.0,163596,161696,2912,1695,205,101300.0,106112.0,ABELARDO DE LA ESPRIELLA,4,90656,0.5606570354245003,IVAN CEPEDA,1.0,39461.0,0.2440443795764892,51195.0,0.316612655848011,CONSOLIDADO
1,154,ANTIOQUIA,ITUANGO,17661.0,4928,4736,238,115,77,12733.0,13163.0,ABELARDO DE LA ESPRIELLA,4,2001,0.4225084459459459,IVAN CEPEDA,1.0,1547.0,0.3266469594594595,454.0,0.0958614864864864,RESERVA_DEFINIBLE
1,157,ANTIOQUIA,JARDIN,13380.0,8601,8530,129,49,22,4779.0,4979.0,ABELARDO DE LA ESPRIELLA,4,4799,0.5626025791324736,IVAN CEPEDA,1.0,1918.0,0.2248534583821805,2881.0,0.337749120750293,CONSOLIDADO
1,160,ANTIOQUIA,JERICO,11478.0,7001,6894,131,83,24,4477.0,4715.0,ABELARDO DE LA ESPRIELLA,4,4143,0.6009573542210618,IVAN CEPEDA,1.0,1228.0,0.1781259065854366,2915.0,0.4228314476356252,CONSOLIDADO
1,163,ANTIOQUIA,LA CEJA,61559.0,46829,46228,688,483,118,14730.0,16019.0,ABELARDO DE LA ESPRIELLA,4,27398,0.59267110841914,IVAN CEPEDA,1.0,8622.0,0.1865103400536471,18776.0,0.4061607683654928,CONSOLIDADO
1,166,ANTIOQUIA,LA ESTRELLA,66893.0,42562,42053,789,459,50,24331.0,25629.0,ABELARDO DE LA ESPRIELLA,4,22579,0.5369176990940004,IVAN CEPEDA,1.0,10269.0,0.2441918531377071,12310.0,0.2927258459562932,CONSOLIDADO
1,168,ANTIOQUIA,PUERTO NARE-LA MAGDALENA,12258.0,5883,5795,71,65,23,6375.0,6534.0,IVAN CEPEDA,1,2584,0.4459016393442623,ABELARDO DE LA ESPRIELLA,4.0,2222.0,0.3834339948231234,362.0,0.0624676445211389,RESERVA_DEFINIBLE
1,169,ANTIOQUIA,LA UNION,20530.0,14120,13913,299,167,40,6410.0,6916.0,ABELARDO DE LA ESPRIELLA,4,7448,0.5353266728958528,IVAN CEPEDA,1.0,2392.0,0.1719255372673039,5056.0,0.3634011356285488,CONSOLIDADO
1,170,ANTIOQUIA,LA PINTADA,7480.0,3779,3709,82,53,17,3701.0,3853.0,ABELARDO DE LA ESPRIELLA,4,1908,0.5144243731464007,IVAN CEPEDA,1.0,1191.0,0.3211108115394985,717.0,0.1933135616069021,VENTAJA_DEFENDIBLE
1,172,ANTIOQUIA,LIBORINA,9604.0,4861,4808,59,33,20,4743.0,4855.0,ABELARDO DE LA ESPRIELLA,4,3029,0.6299916805324459,PALOMA VALENCIA,11.0,735.0,0.1528702163061564,2294.0,0.4771214642262895,CONSOLIDADO
1,175,ANTIOQUIA,MACEO,8739.0,4441,4379,71,47,15,4298.0,4431.0,ABELARDO DE LA ESPRIELLA,4,2517,0.5747887645581183,IVAN CEPEDA,1.0,867.0,0.1979904087691253,1650.0,0.3767983557889929,CONSOLIDADO
1,178,ANTIOQUIA,MARINILLA,53575.0,38613,38218,506,321,74,14962.0,15863.0,ABELARDO DE LA ESPRIELLA,4,23357,0.6111518132816998,IVAN CEPEDA,1.0,7013.0,0.1834999215029567,16344.0,0.4276518917787431,CONSOLIDADO
1,181,ANTIOQUIA,MONTEBELLO,6533.0,3363,3289,57,37,37,3170.0,3301.0,ABELARDO DE LA ESPRIELLA,4,1580,0.4803891760413499,PALOMA VALENCIA,11.0,808.0,0.2456673761021587,772.0,0.2347217999391912,VENTAJA_DEFENDIBLE
1,184,ANTIOQUIA,MURINDO,3612.0,1634,1620,2,1,13,1978.0,1994.0,IVAN CEPEDA,1,1491,0.9203703703703704,ABELARDO DE LA ESPRIELLA,4.0,73.0,0.0450617283950617,1418.0,0.8753086419753087,CONSOLIDADO
1,187,ANTIOQUIA,MUTATA,16472.0,5876,5781,101,56,39,10596.0,10792.0,IVAN CEPEDA,1,3065,0.5301850890849334,ABELARDO DE LA ESPRIELLA,4.0,2151.0,0.3720809548521017,914.0,0.1581041342328317,VENTAJA_DEFENDIBLE
1,190,ANTIOQUIA,NARIÑO,8793.0,3797,3750,51,22,25,4996.0,5094.0,ABELARDO DE LA ESPRIELLA,4,2383,0.6354666666666666,PALOMA VALENCIA,11.0,810.0,0.216,1573.0,0.4194666666666666,CONSOLIDADO
1,191,ANTIOQUIA,NECHI,22120.0,6422,6357,104,44,21,15698.0,15867.0,ABELARDO DE LA ESPRIELLA,4,3241,0.5098316816108227,IVAN CEPEDA,1.0,2469.0,0.3883907503539405,772.0,0.1214409312568821,VENTAJA_DEFENDIBLE
1,192,ANTIOQUIA,NECOCLI,40425.0,15610,15373,314,136,101,24815.0,25366.0,ABELARDO DE LA ESPRIELLA,4,7488,0.4870877512521954,IVAN CEPEDA,1.0,5919.0,0.3850256943992714,1569.0,0.1020620568529239,VENTAJA_DEFENDIBLE
1,193,ANTIOQUIA,OLAYA,3003.0,1634,1619,25,10,5,1369.0,1409.0,ABELARDO DE LA ESPRIELLA,4,938,0.5793699814700433,PALOMA VALENCIA,11.0,310.0,0.1914762198888202,628.0,0.387893761581223,VENTAJA_DEFENDIBLE
1,196,ANTIOQUIA,PEÑOL,18903.0,11862,11750,147,77,35,7041.0,7300.0,ABELARDO DE LA ESPRIELLA,4,7725,0.6574468085106383,IVAN CEPEDA,1.0,1624.0,0.1382127659574468,6101.0,0.5192340425531915,CONSOLIDADO
1,199,ANTIOQUIA,PEQUE,6756.0,3060,3027,64,11,22,3696.0,3793.0,ABELARDO DE LA ESPRIELLA,4,1188,0.3924677898909812,IVAN CEPEDA,1.0,876.0,0.2893954410307235,312.0,0.1030723488602576,RESERVA_DEFINIBLE
1,202,ANTIOQUIA,PUEBLORRICO,7431.0,3650,3611,38,27,12,3781.0,3858.0,ABELARDO DE LA ESPRIELLA,4,2251,0.623373026862365,IVAN CEPEDA,1.0,569.0,0.157574079202437,1682.0,0.4657989476599279,CONSOLIDADO
1,205,ANTIOQUIA,PUERTO BERRIO,34906.0,15021,14764,318,201,56,19885.0,20460.0,ABELARDO DE LA ESPRIELLA,4,7444,0.5041994039555676,IVAN CEPEDA,1.0,5517.0,0.3736792197236521,1927.0,0.1305201842319154,VENTAJA_DEFENDIBLE
1,206,ANTIOQUIA,PUERTO TRIUNFO,15284.0,7980,7843,148,93,44,7304.0,7589.0,ABELARDO DE LA ESPRIELLA,4,4688,0.597730460283055,IVAN CEPEDA,1.0,2061.0,0.262782098686727,2627.0,0.3349483615963279,CONSOLIDADO
1,208,ANTIOQUIA,REMEDIOS,23910.0,8062,7918,302,103,41,15848.0,16294.0,IVAN CEPEDA,1,3584,0.4526395554432937,ABELARDO DE LA ESPRIELLA,4.0,3066.0,0.3872189946956302,518.0,0.0654205607476635,RESERVA_DEFINIBLE
1,211,ANTIOQUIA,RETIRO,23005.0,17666,17556,160,81,29,5339.0,5609.0,ABELARDO DE LA ESPRIELLA,4,11323,0.6449646844383686,PALOMA VALENCIA,11.0,2825.0,0.160913647755753,8498.0,0.4840510366826156,CONSOLIDADO
1,214,ANTIOQUIA,RIONEGRO,117653.0,100692,99730,1324,851,111,16961.0,19247.0,ABELARDO DE LA ESPRIELLA,4,58712,0.5887095156923694,IVAN CEPEDA,1.0,18050.0,0.1809886694074,40662.0,0.4077208462849694,CONSOLIDADO
1,217,ANTIOQUIA,SABANALARGA,7850.0,3546,3507,55,21,18,4304.0,4398.0,ABELARDO DE LA ESPRIELLA,4,2116,0.6033646991730824,PALOMA VALENCIA,11.0,640.0,0.1824921585400627,1476.0,0.4208725406330197,CONSOLIDADO
1,218,ANTIOQUIA,SABANETA,99546.0,71369,70950,882,365,54,28177.0,29478.0,ABELARDO DE LA ESPRIELLA,4,43977,0.619830866807611,IVAN CEPEDA,1.0,11895.0,0.1676532769556025,32082.0,0.4521775898520085,CONSOLIDADO
1,220,ANTIOQUIA,SALGAR,14228.0,5823,5752,56,42,29,8405.0,8532.0,ABELARDO DE LA ESPRIELLA,4,4025,0.6997566063977747,PALOMA VALENCIA,11.0,921.0,0.1601182197496523,3104.0,0.5396383866481225,CONSOLIDADO
1,223,ANTIOQUIA,SAN ANDRES,5751.0,2335,2237,107,57,41,3416.0,3621.0,ABELARDO DE LA ESPRIELLA,4,1202,0.5373267769333929,IVAN CEPEDA,1.0,427.0,0.1908806437192668,775.0,0.346446133214126,CONSOLIDADO
1,226,ANTIOQUIA,SAN CARLOS,15633.0,8801,8722,113,49,30,6832.0,7024.0,ABELARDO DE LA ESPRIELLA,4,5447,0.6245127264388901,IVAN CEPEDA,1.0,1498.0,0.1717495987158908,3949.0,0.4527631277229992,CONSOLIDADO
1,227,ANTIOQUIA,SAN FRANCISCO,6600.0,2827,2783,25,21,23,3773.0,3842.0,ABELARDO DE LA ESPRIELLA,4,1686,0.6058210564139418,PALOMA VALENCIA,11.0,453.0,0.1627739849083722,1233.0,0.4430470715055695,CONSOLIDADO
1,229,ANTIOQUIA,SAN JERONIMO,13854.0,7670,7566,145,76,28,6184.0,6433.0,ABELARDO DE LA ESPRIELLA,4,4532,0.598995506212001,IVAN CEPEDA,1.0,1463.0,0.1933650541897964,3069.0,0.4056304520222046,CONSOLIDADO
1,230,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,3273.0,1602,1569,55,18,15,1671.0,1759.0,ABELARDO DE LA ESPRIELLA,4,927,0.5908221797323135,PALOMA VALENCIA,11.0,194.0,0.1236456341618865,733.0,0.467176545570427,VENTAJA_DEFENDIBLE
1,231,ANTIOQUIA,SAN JUAN DE URABA,21117.0,7710,7660,114,19,31,13407.0,13571.0,ABELARDO DE LA ESPRIELLA,4,3525,0.4601827676240209,IVAN CEPEDA,1.0,3097.0,0.4043080939947781,428.0,0.0558746736292428,RESERVA_DEFINIBLE
1,232,ANTIOQUIA,SAN LUIS,12362.0,6844,6796,63,33,15,5518.0,5629.0,ABELARDO DE LA ESPRIELLA,4,4632,0.681577398469688,IVAN CEPEDA,1.0,1045.0,0.153766921718658,3587.0,0.52781047675103,CONSOLIDADO
1,235,ANTIOQUIA,SAN PEDRO,24029.0,14943,14712,364,200,31,9086.0,9681.0,ABELARDO DE LA ESPRIELLA,4,9059,0.6157558455682436,IVAN CEPEDA,1.0,2106.0,0.1431484502446982,6953.0,0.4726073953235453,CONSOLIDADO
1,237,ANTIOQUIA,SAN PEDRO DE URABA,29573.0,11554,11431,199,67,56,18019.0,18341.0,ABELARDO DE LA ESPRIELLA,4,6831,0.5975855130784709,IVAN CEPEDA,1.0,3017.0,0.2639314145744029,3814.0,0.3336540985040679,CONSOLIDADO
1,238,ANTIOQUIA,SAN RAFAEL,13798.0,7555,7438,106,77,40,6243.0,6466.0,ABELARDO DE LA ESPRIELLA,4,4376,0.588330196289325,IVAN CEPEDA,1.0,1230.0,0.1653670341489647,3146.0,0.4229631621403602,CONSOLIDADO
1,241,ANTIOQUIA,SAN ROQUE,16675.0,8576,8453,127,70,53,8099.0,8349.0,ABELARDO DE LA ESPRIELLA,4,4664,0.5517567727434047,PALOMA VALENCIA,11.0,1987.0,0.2350644741511889,2677.0,0.3166922985922158,CONSOLIDADO
1,244,ANTIOQUIA,SAN VICENTE,17686.0,11730,11570,169,105,55,5956.0,6285.0,ABELARDO DE LA ESPRIELLA,4,7424,0.6416594641313742,PALOMA VALENCIA,11.0,1719.0,0.1485738980121002,5705.0,0.4930855661192739,CONSOLIDADO
1,247,ANTIOQUIA,SANTA BARBARA,22612.0,11636,11417,238,163,56,10976.0,11433.0,ABELARDO DE LA ESPRIELLA,4,5987,0.5243934483664711,IVAN CEPEDA,1.0,2822.0,0.2471752649557677,3165.0,0.2772181834107033,CONSOLIDADO
