territorio,indicador,periodo_fecha,periodo_label,tipo_eleccion,anio,valor,fuente,orden
CONSULADOS,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,412329,Histórico 2006-2026,4
CONSULADOS,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,105312,Histórico 2006-2026,4
CONSULADOS,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,104795,Histórico 2006-2026,4
CONSULADOS,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,104142,Histórico 2006-2026,4
CONSULADOS,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,653,Histórico 2006-2026,4
CONSULADOS,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,407,Histórico 2006-2026,4
CONSULADOS,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,110,Histórico 2006-2026,4
CORDOBA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1046228,Histórico 2006-2026,4
CORDOBA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,454274,Histórico 2006-2026,4
CORDOBA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,448842,Histórico 2006-2026,4
CORDOBA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,444450,Histórico 2006-2026,4
CORDOBA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4392,Histórico 2006-2026,4
CORDOBA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,3991,Histórico 2006-2026,4
CORDOBA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1441,Histórico 2006-2026,4
CUNDINAMARCA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1480258,Histórico 2006-2026,4
CUNDINAMARCA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,905924,Histórico 2006-2026,4
CUNDINAMARCA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,892667,Histórico 2006-2026,4
CUNDINAMARCA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,880648,Histórico 2006-2026,4
CUNDINAMARCA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,12019,Histórico 2006-2026,4
CUNDINAMARCA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,11445,Histórico 2006-2026,4
CUNDINAMARCA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1812,Histórico 2006-2026,4
GUAINIA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,19143,Histórico 2006-2026,4
GUAINIA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,6623,Histórico 2006-2026,4
GUAINIA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,6526,Histórico 2006-2026,4
GUAINIA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,6422,Histórico 2006-2026,4
GUAINIA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,104,Histórico 2006-2026,4
GUAINIA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,69,Histórico 2006-2026,4
GUAINIA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,28,Histórico 2006-2026,4
GUAVIARE,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,49730,Histórico 2006-2026,4
GUAVIARE,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,19004,Histórico 2006-2026,4
GUAVIARE,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,18677,Histórico 2006-2026,4
GUAVIARE,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,18318,Histórico 2006-2026,4
GUAVIARE,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,359,Histórico 2006-2026,4
GUAVIARE,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,253,Histórico 2006-2026,4
GUAVIARE,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,74,Histórico 2006-2026,4
HUILA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,670409,Histórico 2006-2026,4
HUILA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,340751,Histórico 2006-2026,4
HUILA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,336578,Histórico 2006-2026,4
HUILA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,331597,Histórico 2006-2026,4
HUILA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4981,Histórico 2006-2026,4
HUILA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,3114,Histórico 2006-2026,4
HUILA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1059,Histórico 2006-2026,4
LA GUAJIRA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,442414,Histórico 2006-2026,4
LA GUAJIRA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,140056,Histórico 2006-2026,4
LA GUAJIRA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,138519,Histórico 2006-2026,4
LA GUAJIRA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,137074,Histórico 2006-2026,4
LA GUAJIRA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1445,Histórico 2006-2026,4
LA GUAJIRA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1254,Histórico 2006-2026,4
LA GUAJIRA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,283,Histórico 2006-2026,4
MAGDALENA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,781756,Histórico 2006-2026,4
MAGDALENA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,329022,Histórico 2006-2026,4
MAGDALENA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,325893,Histórico 2006-2026,4
MAGDALENA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,322738,Histórico 2006-2026,4
MAGDALENA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,3155,Histórico 2006-2026,4
MAGDALENA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,2616,Histórico 2006-2026,4
MAGDALENA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,513,Histórico 2006-2026,4
META,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,528667,Histórico 2006-2026,4
META,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,301100,Histórico 2006-2026,4
META,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,297638,Histórico 2006-2026,4
META,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,293999,Histórico 2006-2026,4
META,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,3639,Histórico 2006-2026,4
META,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,2839,Histórico 2006-2026,4
META,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,623,Histórico 2006-2026,4
NARIÑO,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,962345,Histórico 2006-2026,4
NARIÑO,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,438867,Histórico 2006-2026,4
NARIÑO,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,431962,Histórico 2006-2026,4
NARIÑO,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,424629,Histórico 2006-2026,4
NARIÑO,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,7333,Histórico 2006-2026,4
NARIÑO,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,5035,Histórico 2006-2026,4
NARIÑO,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1870,Histórico 2006-2026,4
NORTE DE SAN,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,961616,Histórico 2006-2026,4
NORTE DE SAN,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,462250,Histórico 2006-2026,4
NORTE DE SAN,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,455781,Histórico 2006-2026,4
NORTE DE SAN,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,450155,Histórico 2006-2026,4
NORTE DE SAN,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,5626,Histórico 2006-2026,4
NORTE DE SAN,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,5204,Histórico 2006-2026,4
NORTE DE SAN,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1265,Histórico 2006-2026,4
PUTUMAYO,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,177545,Histórico 2006-2026,4
PUTUMAYO,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,73468,Histórico 2006-2026,4
PUTUMAYO,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,72325,Histórico 2006-2026,4
PUTUMAYO,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,70999,Histórico 2006-2026,4
PUTUMAYO,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1326,Histórico 2006-2026,4
PUTUMAYO,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,781,Histórico 2006-2026,4
PUTUMAYO,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,362,Histórico 2006-2026,4
QUINDIO,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,409083,Histórico 2006-2026,4
QUINDIO,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,218640,Histórico 2006-2026,4
QUINDIO,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,213772,Histórico 2006-2026,4
QUINDIO,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,209531,Histórico 2006-2026,4
QUINDIO,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4241,Histórico 2006-2026,4
QUINDIO,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4174,Histórico 2006-2026,4
QUINDIO,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,694,Histórico 2006-2026,4
RISARALDA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,670482,Histórico 2006-2026,4
RISARALDA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,363013,Histórico 2006-2026,4
RISARALDA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,355293,Histórico 2006-2026,4
RISARALDA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,348176,Histórico 2006-2026,4
RISARALDA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,7117,Histórico 2006-2026,4
RISARALDA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,6415,Histórico 2006-2026,4
RISARALDA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1305,Histórico 2006-2026,4
SAN ANDRES,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,43052,Histórico 2006-2026,4
SAN ANDRES,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,12359,Histórico 2006-2026,4
SAN ANDRES,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,12246,Histórico 2006-2026,4
SAN ANDRES,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,12049,Histórico 2006-2026,4
SAN ANDRES,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,197,Histórico 2006-2026,4
SAN ANDRES,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,74,Histórico 2006-2026,4
SAN ANDRES,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,39,Histórico 2006-2026,4
SANTANDER,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1437252,Histórico 2006-2026,4
SANTANDER,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,779305,Histórico 2006-2026,4
SANTANDER,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,769373,Histórico 2006-2026,4
SANTANDER,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,758908,Histórico 2006-2026,4
SANTANDER,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,10465,Histórico 2006-2026,4
SANTANDER,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,8050,Histórico 2006-2026,4
SANTANDER,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1882,Histórico 2006-2026,4
SUCRE,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,572476,Histórico 2006-2026,4
SUCRE,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,270772,Histórico 2006-2026,4
SUCRE,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,267840,Histórico 2006-2026,4
SUCRE,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,265877,Histórico 2006-2026,4
SUCRE,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1963,Histórico 2006-2026,4
SUCRE,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,2218,Histórico 2006-2026,4
SUCRE,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,714,Histórico 2006-2026,4
TOLIMA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,934619,Histórico 2006-2026,4
TOLIMA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,493307,Histórico 2006-2026,4
TOLIMA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,485444,Histórico 2006-2026,4
TOLIMA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,477700,Histórico 2006-2026,4
TOLIMA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,7744,Histórico 2006-2026,4
TOLIMA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,6039,Histórico 2006-2026,4
TOLIMA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1824,Histórico 2006-2026,4
VALLE,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,2996361,Histórico 2006-2026,4
VALLE,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1384973,Histórico 2006-2026,4
VALLE,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1363635,Histórico 2006-2026,4
VALLE,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,1335555,Histórico 2006-2026,4
VALLE,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,28080,Histórico 2006-2026,4
VALLE,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,18181,Histórico 2006-2026,4
VALLE,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,3157,Histórico 2006-2026,4
VAUPES,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,17314,Histórico 2006-2026,4
VAUPES,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4861,Histórico 2006-2026,4
VAUPES,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4818,Histórico 2006-2026,4
VAUPES,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,4776,Histórico 2006-2026,4
VAUPES,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,42,Histórico 2006-2026,4
VAUPES,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,34,Histórico 2006-2026,4
VAUPES,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,9,Histórico 2006-2026,4
VICHADA,Potencial,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,36329,Histórico 2006-2026,4
VICHADA,Sufragantes,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,9985,Histórico 2006-2026,4
VICHADA,Votos válidos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,9905,Histórico 2006-2026,4
VICHADA,Votos por candidatos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,9803,Histórico 2006-2026,4
VICHADA,Voto en blanco,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,102,Histórico 2006-2026,4
VICHADA,Votos nulos,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,60,Histórico 2006-2026,4
VICHADA,Votos no marcados,2010-05-01,PRESIDENCIA 2010 - 1,Presidencia 1V,2010,20,Histórico 2006-2026,4
AMAZONAS,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,35983,Histórico 2006-2026,5
AMAZONAS,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,14570,Histórico 2006-2026,5
AMAZONAS,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,14335,Histórico 2006-2026,5
AMAZONAS,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,14018,Histórico 2006-2026,5
AMAZONAS,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,317,Histórico 2006-2026,5
AMAZONAS,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,154,Histórico 2006-2026,5
AMAZONAS,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,81,Histórico 2006-2026,5
ANTIOQUIA,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,3861349,Histórico 2006-2026,5
ANTIOQUIA,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1758707,Histórico 2006-2026,5
ANTIOQUIA,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1719045,Histórico 2006-2026,5
ANTIOQUIA,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1643473,Histórico 2006-2026,5
ANTIOQUIA,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,75572,Histórico 2006-2026,5
ANTIOQUIA,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,33718,Histórico 2006-2026,5
ANTIOQUIA,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,5944,Histórico 2006-2026,5
ARAUCA,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,141319,Histórico 2006-2026,5
ARAUCA,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,53780,Histórico 2006-2026,5
ARAUCA,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,52754,Histórico 2006-2026,5
ARAUCA,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,50852,Histórico 2006-2026,5
ARAUCA,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1902,Histórico 2006-2026,5
ARAUCA,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,781,Histórico 2006-2026,5
ARAUCA,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,245,Histórico 2006-2026,5
ATLANTICO,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1557915,Histórico 2006-2026,5
ATLANTICO,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,424347,Histórico 2006-2026,5
ATLANTICO,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,420579,Histórico 2006-2026,5
ATLANTICO,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,403204,Histórico 2006-2026,5
ATLANTICO,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,17375,Histórico 2006-2026,5
ATLANTICO,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,2904,Histórico 2006-2026,5
ATLANTICO,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,864,Histórico 2006-2026,5
BOGOTA D.C.,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,4750674,Histórico 2006-2026,5
BOGOTA D.C.,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,2394693,Histórico 2006-2026,5
BOGOTA D.C.,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,2355110,Histórico 2006-2026,5
BOGOTA D.C.,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,2273853,Histórico 2006-2026,5
BOGOTA D.C.,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,81257,Histórico 2006-2026,5
BOGOTA D.C.,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,37304,Histórico 2006-2026,5
BOGOTA D.C.,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,2279,Histórico 2006-2026,5
BOLIVAR,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1298681,Histórico 2006-2026,5
BOLIVAR,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,456121,Histórico 2006-2026,5
BOLIVAR,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,451704,Histórico 2006-2026,5
BOLIVAR,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,438649,Histórico 2006-2026,5
BOLIVAR,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,13055,Histórico 2006-2026,5
BOLIVAR,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,3234,Histórico 2006-2026,5
BOLIVAR,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1183,Histórico 2006-2026,5
BOYACA,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,842886,Histórico 2006-2026,5
BOYACA,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,456021,Histórico 2006-2026,5
BOYACA,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,448532,Histórico 2006-2026,5
BOYACA,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,436256,Histórico 2006-2026,5
BOYACA,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,12276,Histórico 2006-2026,5
BOYACA,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,5782,Histórico 2006-2026,5
BOYACA,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1707,Histórico 2006-2026,5
CALDAS,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,731773,Histórico 2006-2026,5
CALDAS,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,373010,Histórico 2006-2026,5
CALDAS,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,361100,Histórico 2006-2026,5
CALDAS,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,346918,Histórico 2006-2026,5
CALDAS,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,14182,Histórico 2006-2026,5
CALDAS,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,10159,Histórico 2006-2026,5
CALDAS,Votos no marcados,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,1751,Histórico 2006-2026,5
CAQUETA,Potencial,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,247002,Histórico 2006-2026,5
CAQUETA,Sufragantes,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,85741,Histórico 2006-2026,5
CAQUETA,Votos válidos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,84540,Histórico 2006-2026,5
CAQUETA,Votos por candidatos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,81209,Histórico 2006-2026,5
CAQUETA,Voto en blanco,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,3331,Histórico 2006-2026,5
CAQUETA,Votos nulos,2010-06-01,PRESIDENCIA 2010 - 2,Presidencia 2V,2010,818,Histórico 2006-2026,5
