territorio,indicador,periodo_fecha,periodo_label,tipo_eleccion,anio,valor,fuente,orden
META,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,26786,Histórico 2006-2026,9
META,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,43294,Histórico 2006-2026,9
META,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,13073,Histórico 2006-2026,9
NARIÑO,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,1113008,Histórico 2006-2026,9
NARIÑO,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,544481,Histórico 2006-2026,9
NARIÑO,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,475206,Histórico 2006-2026,9
NARIÑO,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,447625,Histórico 2006-2026,9
NARIÑO,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,27581,Histórico 2006-2026,9
NARIÑO,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,50592,Histórico 2006-2026,9
NARIÑO,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,18683,Histórico 2006-2026,9
NORTE DE SAN,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,1158566,Histórico 2006-2026,9
NORTE DE SAN,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,591825,Histórico 2006-2026,9
NORTE DE SAN,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,522018,Histórico 2006-2026,9
NORTE DE SAN,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,502128,Histórico 2006-2026,9
NORTE DE SAN,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,19890,Histórico 2006-2026,9
NORTE DE SAN,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,54324,Histórico 2006-2026,9
NORTE DE SAN,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,15483,Histórico 2006-2026,9
PUTUMAYO,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,219282,Histórico 2006-2026,9
PUTUMAYO,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,98797,Histórico 2006-2026,9
PUTUMAYO,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,89176,Histórico 2006-2026,9
PUTUMAYO,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,85152,Histórico 2006-2026,9
PUTUMAYO,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,4024,Histórico 2006-2026,9
PUTUMAYO,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,6890,Histórico 2006-2026,9
PUTUMAYO,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,2731,Histórico 2006-2026,9
QUINDIO,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,466412,Histórico 2006-2026,9
QUINDIO,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,231837,Histórico 2006-2026,9
QUINDIO,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,197222,Histórico 2006-2026,9
QUINDIO,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,181639,Histórico 2006-2026,9
QUINDIO,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,15583,Histórico 2006-2026,9
QUINDIO,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,27718,Histórico 2006-2026,9
QUINDIO,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,6897,Histórico 2006-2026,9
RISARALDA,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,778864,Histórico 2006-2026,9
RISARALDA,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,368988,Histórico 2006-2026,9
RISARALDA,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,314647,Histórico 2006-2026,9
RISARALDA,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,293695,Histórico 2006-2026,9
RISARALDA,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,20952,Histórico 2006-2026,9
RISARALDA,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,42562,Histórico 2006-2026,9
RISARALDA,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,11779,Histórico 2006-2026,9
SAN ANDRES,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,48520,Histórico 2006-2026,9
SAN ANDRES,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,23987,Histórico 2006-2026,9
SAN ANDRES,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,22031,Histórico 2006-2026,9
SAN ANDRES,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,21457,Histórico 2006-2026,9
SAN ANDRES,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,574,Histórico 2006-2026,9
SAN ANDRES,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,1365,Histórico 2006-2026,9
SAN ANDRES,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,591,Histórico 2006-2026,9
SANTANDER,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,1676182,Histórico 2006-2026,9
SANTANDER,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,808168,Histórico 2006-2026,9
SANTANDER,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,703933,Histórico 2006-2026,9
SANTANDER,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,652318,Histórico 2006-2026,9
SANTANDER,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,51615,Histórico 2006-2026,9
SANTANDER,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,79470,Histórico 2006-2026,9
SANTANDER,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,24765,Histórico 2006-2026,9
SUCRE,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,680008,Histórico 2006-2026,9
SUCRE,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,418057,Histórico 2006-2026,9
SUCRE,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,354708,Histórico 2006-2026,9
SUCRE,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,344779,Histórico 2006-2026,9
SUCRE,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,9929,Histórico 2006-2026,9
SUCRE,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,33416,Histórico 2006-2026,9
SUCRE,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,29933,Histórico 2006-2026,9
TOLIMA,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,1063246,Histórico 2006-2026,9
TOLIMA,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,488308,Histórico 2006-2026,9
TOLIMA,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,420065,Histórico 2006-2026,9
TOLIMA,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,399427,Histórico 2006-2026,9
TOLIMA,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,20638,Histórico 2006-2026,9
TOLIMA,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,50379,Histórico 2006-2026,9
TOLIMA,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,17864,Histórico 2006-2026,9
VALLE,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,3477698,Histórico 2006-2026,9
VALLE,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,1496204,Histórico 2006-2026,9
VALLE,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,1301284,Histórico 2006-2026,9
VALLE,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,1236731,Histórico 2006-2026,9
VALLE,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,64553,Histórico 2006-2026,9
VALLE,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,155955,Histórico 2006-2026,9
VALLE,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,38965,Histórico 2006-2026,9
VAUPES,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,21599,Histórico 2006-2026,9
VAUPES,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,11733,Histórico 2006-2026,9
VAUPES,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,11243,Histórico 2006-2026,9
VAUPES,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,11101,Histórico 2006-2026,9
VAUPES,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,142,Histórico 2006-2026,9
VAUPES,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,325,Histórico 2006-2026,9
VAUPES,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,165,Histórico 2006-2026,9
VICHADA,Potencial,2018-03-01,CONGRESO 2018,Congreso,2018,49067,Histórico 2006-2026,9
VICHADA,Sufragantes,2018-03-01,CONGRESO 2018,Congreso,2018,24345,Histórico 2006-2026,9
VICHADA,Votos válidos,2018-03-01,CONGRESO 2018,Congreso,2018,22791,Histórico 2006-2026,9
VICHADA,Votos por candidatos,2018-03-01,CONGRESO 2018,Congreso,2018,22569,Histórico 2006-2026,9
VICHADA,Voto en blanco,2018-03-01,CONGRESO 2018,Congreso,2018,222,Histórico 2006-2026,9
VICHADA,Votos nulos,2018-03-01,CONGRESO 2018,Congreso,2018,1106,Histórico 2006-2026,9
VICHADA,Votos no marcados,2018-03-01,CONGRESO 2018,Congreso,2018,448,Histórico 2006-2026,9
AMAZONAS,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,46867,Histórico 2006-2026,10
AMAZONAS,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,18428,Histórico 2006-2026,10
AMAZONAS,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,18232,Histórico 2006-2026,10
AMAZONAS,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,17933,Histórico 2006-2026,10
AMAZONAS,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,299,Histórico 2006-2026,10
AMAZONAS,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,145,Histórico 2006-2026,10
AMAZONAS,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,51,Histórico 2006-2026,10
ANTIOQUIA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,4707124,Histórico 2006-2026,10
ANTIOQUIA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2615238,Histórico 2006-2026,10
ANTIOQUIA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2575391,Histórico 2006-2026,10
ANTIOQUIA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2521006,Histórico 2006-2026,10
ANTIOQUIA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,54385,Histórico 2006-2026,10
ANTIOQUIA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,31889,Histórico 2006-2026,10
ANTIOQUIA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,7958,Histórico 2006-2026,10
ARAUCA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,186930,Histórico 2006-2026,10
ARAUCA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,89702,Histórico 2006-2026,10
ARAUCA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,87450,Histórico 2006-2026,10
ARAUCA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,85331,Histórico 2006-2026,10
ARAUCA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2119,Histórico 2006-2026,10
ARAUCA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1708,Histórico 2006-2026,10
ARAUCA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,544,Histórico 2006-2026,10
ATLANTICO,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1874725,Histórico 2006-2026,10
ATLANTICO,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,873397,Histórico 2006-2026,10
ATLANTICO,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,862280,Histórico 2006-2026,10
ATLANTICO,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,850164,Histórico 2006-2026,10
ATLANTICO,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,12116,Histórico 2006-2026,10
ATLANTICO,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9085,Histórico 2006-2026,10
ATLANTICO,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2032,Histórico 2006-2026,10
BOGOTA D.C.,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,5722581,Histórico 2006-2026,10
BOGOTA D.C.,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,3705960,Histórico 2006-2026,10
BOGOTA D.C.,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,3676217,Histórico 2006-2026,10
BOGOTA D.C.,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,3620350,Histórico 2006-2026,10
BOGOTA D.C.,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,55867,Histórico 2006-2026,10
BOGOTA D.C.,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,27858,Histórico 2006-2026,10
BOGOTA D.C.,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1885,Histórico 2006-2026,10
BOLIVAR,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1553678,Histórico 2006-2026,10
BOLIVAR,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,638517,Histórico 2006-2026,10
BOLIVAR,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,632293,Histórico 2006-2026,10
BOLIVAR,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,624068,Histórico 2006-2026,10
BOLIVAR,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,8225,Histórico 2006-2026,10
BOLIVAR,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,4663,Histórico 2006-2026,10
BOLIVAR,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1561,Histórico 2006-2026,10
BOYACA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,953505,Histórico 2006-2026,10
BOYACA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,561691,Histórico 2006-2026,10
BOYACA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,552497,Histórico 2006-2026,10
BOYACA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,543029,Histórico 2006-2026,10
BOYACA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9468,Histórico 2006-2026,10
BOYACA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,7559,Histórico 2006-2026,10
BOYACA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1635,Histórico 2006-2026,10
CALDAS,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,792919,Histórico 2006-2026,10
CALDAS,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,455595,Histórico 2006-2026,10
CALDAS,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,445024,Histórico 2006-2026,10
CALDAS,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,437194,Histórico 2006-2026,10
CALDAS,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,7830,Histórico 2006-2026,10
CALDAS,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,8654,Histórico 2006-2026,10
CALDAS,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1917,Histórico 2006-2026,10
CAQUETA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,290249,Histórico 2006-2026,10
CAQUETA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,132452,Histórico 2006-2026,10
CAQUETA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,129962,Histórico 2006-2026,10
CAQUETA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,126836,Histórico 2006-2026,10
CAQUETA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,3126,Histórico 2006-2026,10
CAQUETA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1890,Histórico 2006-2026,10
CAQUETA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,600,Histórico 2006-2026,10
CASANARE,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,276327,Histórico 2006-2026,10
CASANARE,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,181694,Histórico 2006-2026,10
CASANARE,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,178545,Histórico 2006-2026,10
CASANARE,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,175633,Histórico 2006-2026,10
CASANARE,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2912,Histórico 2006-2026,10
CASANARE,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2531,Histórico 2006-2026,10
CASANARE,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,618,Histórico 2006-2026,10
CAUCA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,957170,Histórico 2006-2026,10
CAUCA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,482000,Histórico 2006-2026,10
CAUCA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,469503,Histórico 2006-2026,10
CAUCA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,459696,Histórico 2006-2026,10
CAUCA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9807,Histórico 2006-2026,10
CAUCA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9669,Histórico 2006-2026,10
CAUCA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2828,Histórico 2006-2026,10
CESAR,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,780952,Histórico 2006-2026,10
CESAR,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,400218,Histórico 2006-2026,10
CESAR,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,394161,Histórico 2006-2026,10
CESAR,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,388809,Histórico 2006-2026,10
CESAR,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,5352,Histórico 2006-2026,10
CESAR,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,5152,Histórico 2006-2026,10
CESAR,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,905,Histórico 2006-2026,10
CHOCO,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,306744,Histórico 2006-2026,10
CHOCO,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,119593,Histórico 2006-2026,10
CHOCO,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,115758,Histórico 2006-2026,10
CHOCO,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,113683,Histórico 2006-2026,10
CHOCO,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2075,Histórico 2006-2026,10
CHOCO,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,3047,Histórico 2006-2026,10
CHOCO,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,788,Histórico 2006-2026,10
CONSULADOS,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,724264,Histórico 2006-2026,10
CONSULADOS,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,280102,Histórico 2006-2026,10
CONSULADOS,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,279089,Histórico 2006-2026,10
CONSULADOS,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,276986,Histórico 2006-2026,10
CONSULADOS,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2103,Histórico 2006-2026,10
CONSULADOS,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,739,Histórico 2006-2026,10
CONSULADOS,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,274,Histórico 2006-2026,10
CORDOBA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1239455,Histórico 2006-2026,10
CORDOBA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,597614,Histórico 2006-2026,10
CORDOBA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,590849,Histórico 2006-2026,10
CORDOBA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,584496,Histórico 2006-2026,10
CORDOBA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,6353,Histórico 2006-2026,10
CORDOBA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,5095,Histórico 2006-2026,10
CORDOBA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1670,Histórico 2006-2026,10
CUNDINAMARCA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1853625,Histórico 2006-2026,10
CUNDINAMARCA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1208999,Histórico 2006-2026,10
CUNDINAMARCA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1185853,Histórico 2006-2026,10
CUNDINAMARCA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1161255,Histórico 2006-2026,10
CUNDINAMARCA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,24598,Histórico 2006-2026,10
CUNDINAMARCA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,20790,Histórico 2006-2026,10
CUNDINAMARCA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,2356,Histórico 2006-2026,10
GUAINIA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,26935,Histórico 2006-2026,10
GUAINIA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9674,Histórico 2006-2026,10
GUAINIA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9487,Histórico 2006-2026,10
GUAINIA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,9350,Histórico 2006-2026,10
GUAINIA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,137,Histórico 2006-2026,10
GUAINIA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,140,Histórico 2006-2026,10
GUAINIA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,47,Histórico 2006-2026,10
GUAVIARE,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,59090,Histórico 2006-2026,10
GUAVIARE,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,25591,Histórico 2006-2026,10
GUAVIARE,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,24906,Histórico 2006-2026,10
GUAVIARE,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,24002,Histórico 2006-2026,10
GUAVIARE,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,904,Histórico 2006-2026,10
GUAVIARE,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,522,Histórico 2006-2026,10
GUAVIARE,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,163,Histórico 2006-2026,10
HUILA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,822512,Histórico 2006-2026,10
HUILA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,456879,Histórico 2006-2026,10
HUILA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,450094,Histórico 2006-2026,10
HUILA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,441947,Histórico 2006-2026,10
HUILA,Voto en blanco,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,8147,Histórico 2006-2026,10
HUILA,Votos nulos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,5471,Histórico 2006-2026,10
HUILA,Votos no marcados,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,1314,Histórico 2006-2026,10
LA GUAJIRA,Potencial,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,583650,Histórico 2006-2026,10
LA GUAJIRA,Sufragantes,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,201456,Histórico 2006-2026,10
LA GUAJIRA,Votos válidos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,197987,Histórico 2006-2026,10
LA GUAJIRA,Votos por candidatos,2018-05-01,PRESIDENCIA 2018 - 1,Presidencia 1V,2018,195482,Histórico 2006-2026,10
